game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
56,4,Finland,Great Britain,0,21,28,2.4744,3.3574,0.1739,0.222,2,4,3,6,17,7,7,17,34,14
57,4,South Korea,Norway,0,25,48,2.2666,7.0511,0.1338,0.2555,2,7,3,11,12,3,3,12,24,6
58,4,Latvia,Hungary,0,23,38,2.8788,3.9235,0.1697,0.2006,4,1,8,2,9,4,4,9,18,8
59,4,Spain,Canada,0,29,19,3.0177,2.2319,0.1545,0.2242,5,0,7,0,12,4,4,12,24,8
60,4,Slovakia,Japan,1,29,30,3.0378,2.3194,0.1429,0.1934,3,2,5,4,9,3,3,9,18,6
61,4,Belarus,Kazakhstan,1,28,32,3.0916,3.5614,0.215,0.2196,3,2,5,4,6,9,9,6,12,18
62,4,United States,Switzerland,1,26,23,2.7246,2.6376,0.1417,0.1768,2,3,4,3,4,3,3,4,8,6
63,4,Poland,Netherlands,1,22,25,2.4551,3.2313,0.2369,0.1786,4,3,5,6,8,5,5,8,16,10
64,4,Belgium,Romania,0,17,27,1.8171,3.2041,0.158,0.2152,1,2,2,4,16,3,3,16,32,6
65,5,Sweden,Russia,0,20,25,1.2621,3.6617,0.1408,0.2559,2,6,4,12,9,5,5,9,20,10
66,5,Norway,Denmark,0,29,19,4.2958,1.622,0.2485,0.1153,6,0,10,0,1,8,8,1,2,16
67,5,Slovenia,Croatia,0,31,23,3.7975,4.268,0.1765,0.2478,4,5,6,10,10,2,2,10,20,4
68,5,Austria,South Korea,0,18,50,1.6856,5.6459,0.1396,0.153,2,7,4,13,6,4,4,6,12,8
69,5,Latvia,Italy,0,34,32,4.9808,3.3876,0.2674,0.1361,2,5,4,8,6,4,4,6,12,8
70,5,Estonia,China,0,20,34,1.5961,3.1616,0.109,0.1456,0,1,0,2,9,3,3,9,18,6
71,5,Belgium,Great Britain,1,22,24,2.3959,2.766,0.2109,0.2305,2,3,4,6,12,6,6,12,24,14
72,5,Germany,Czech Republic,0,26,24,3.8077,3.1882,0.1777,0.2358,4,2,6,3,5,6,6,5,10,12
73,5,Finland,United States,0,24,27,3.1427,3.2117,0.248,0.2126,5,2,8,3,9,8,8,9,18,16
74,5,Spain,France,0,27,40,3.4764,4.5221,0.1683,0.2236,2,6,2,10,3,5,5,3,6,10
75,5,Japan,Lithuania,1,28,33,2.2345,4.0847,0.1369,0.2223,1,2,1,4,7,4,4,7,14,8
76,5,Ukraine,Belarus,0,23,33,2.4285,3.5606,0.143,0.1349,3,0,5,0,7,5,5,7,14,10
77,5,Netherlands,Canada,0,30,34,3.5462,5.0576,0.1805,0.2463,6,7,9,12,9,5,5,9,24,10
78,5,Poland,Switzerland,0,32,28,3.7973,3.8051,0.179,0.2451,1,3,0,4,7,11,11,7,14,22
79,5,Romania,Slovakia,1,42,18,3.4843,2.1425,0.2006,0.2313,2,3,2,5,9,11,11,9,18,22
80,5,Hungary,Kazakhstan,1,36,25,4.2863,2.6236,0.2184,0.1537,5,4,9,6,6,7,7,6,12,14
81,6,Lithuania,Russia,0,23,21,2.0787,2.7296,0.1512,0.2135,2,3,4,4,9,5,5,9,18,10
82,6,Denmark,Belgium,0,27,25,2.9405,2.3963,0.1859,0.1586,4,5,5,6,3,5,5,3,6,10
83,6,France,Sweden,0,26,32,3.1067,3.9545,0.1706,0.1964,6,4,8,8,6,3,3,6,12,6
84,6,Belarus,Norway,0,30,28,3.8334,3.2198,0.2166,0.1411,1,2,1,3,3,9,9,3,6,18
85,6,China,Hungary,1,22,29,2.5976,2.9998,0.1635,0.2226,4,3,3,4,8,8,8,8,16,16
86,6,Austria,Switzerland,0,27,20,2.8882,2.5476,0.2145,0.2342,6,2,10,2,3,5,5,3,6,10
87,6,Czech Republic,Slovakia,0,36,19,3.8557,3.1999,0.2084,0.2699,2,4,4,6,12,8,8,12,24,16
88,6,Germany,South Korea,1,28,28,2.64,2.8645,0.1505,0.1503,1,2,2,4,4,4,4,4,8,8
89,6,Slovenia,Spain,0,22,14,3.1497,1.7563,0.2364,0.1694,1,0,2,0,5,16,16,5,10,32
90,6,Italy,Romania,1,27,20,2.973,2.0077,0.1752,0.1559,2,3,3,6,5,6,6,5,10,12
91,6,Kazakhstan,Japan,0,31,24,3.6717,2.1387,0.1686,0.1583,4,3,7,6,5,6,6,5,10,12
92,6,Great Britain,United States,0,31,21,4.0181,2.1508,0.1776,0.2046,4,2,7,4,6,3,3,6,12,6
93,6,Poland,Croatia,0,32,28,3.4599,3.7847,0.1715,0.2533,3,5,4,7,14,6,6,14,28,12
94,6,Finland,Canada,0,34,19,4.2066,1.9879,0.1705,0.1573,2,3,4,5,7,5,5,7,14,10
95,6,Estonia,Latvia,0,22,29,2.441,3.6042,0.2324,0.2538,4,1,8,1,11,10,10,11,24,22
96,6,Netherlands,Ukraine,0,24,41,2.7461,4.1991,0.2236,0.1535,5,3,9,5,7,3,3,7,14,6
97,7,Russia,Austria,0,24,19,3.512,1.1968,0.1927,0.1239,4,3,4,4,2,6,6,2,4,12
98,7,Denmark,Great Britain,0,30,25,3.406,3.378,0.2439,0.2338,3,4,4,5,10,9,9,10,20,18
99,7,Belgium,China,0,42,17,4.5406,1.676,0.2183,0.1888,3,2,2,3,4,11,11,4,8,22
100,7,Slovakia,Sweden,0,25,26,3.2299,2.3729,0.2122,0.1805,2,4,3,5,11,6,6,11,22,12
101,7,Norway,France,0,32,26,4.8057,2.8701,0.2629,0.2138,5,1,8,2,7,7,7,7,17,14
102,7,Spain,Finland,1,22,31,2.2118,3.686,0.1522,0.1552,2,3,4,4,6,7,7,6,12,14
103,7,Japan,Canada,0,15,39,1.2664,5.0931,0.1441,0.2343,0,5,0,7,8,5,5,8,16,10
104,7,Lithuania,Ukraine,0,16,36,1.6703,3.4156,0.1332,0.127,2,4,4,6,6,7,7,6,15,14
105,7,Croatia,South Korea,0,39,9,5.2337,0.8024,0.1904,0.1076,8,0,12,0,0,7,7,0,0,14
106,7,Kazakhstan,Italy,0,26,22,3.4388,2.1018,0.2385,0.2053,1,4,0,6,4,10,10,4,8,20
107,7,Estonia,Slovenia,0,33,24,4.8389,2.385,0.2593,0.2046,8,2,14,3,8,7,7,8,16,14
108,7,Switzerland,Germany,1,40,43,4.9628,4.6473,0.1744,0.1738,2,3,4,6,10,3,3,10,20,6
109,7,United States,Poland,0,29,16,3.0601,1.6794,0.1597,0.1701,3,1,6,2,5,5,5,5,10,12
110,7,Hungary,Latvia,0,34,28,3.5755,3.2639,0.1876,0.1709,4,5,8,7,3,7,7,3,6,14
111,7,Belarus,Romania,0,16,20,1.6316,2.1221,0.1422,0.2195,0,1,0,1,7,3,3,7,14,6
112,7,Netherlands,Czech Republic,0,33,24,5.5068,3.1384,0.2842,0.1765,6,4,11,7,11,10,10,11,22,20
113,8,Russia,Canada,0,28,16,3.5262,1.5662,0.1829,0.2062,2,1,1,2,5,3,3,5,10,6
114,8,Sweden,Denmark,0,23,40,2.5211,5.523,0.2164,0.2629,4,7,6,10,13,9,9,13,26,18
115,8,Kazakhstan,China,1,48,28,5.4158,3.1683,0.2185,0.2399,4,5,5,9,12,11,11,12,24,22
116,8,Belgium,Estonia,0,35,29,3.5191,2.5974,0.1554,0.138,3,5,4,8,4,10,10,4,8,20
117,8,Finland,France,1,27,24,3.592,3.0815,0.1638,0.2396,4,3,6,6,7,4,4,7,14,8
118,8,South Korea,Spain,1,33,42,3.5783,4.8179,0.2149,0.2228,2,3,2,5,8,3,3,8,16,6
119,8,Slovakia,Slovenia,0,24,38,3.265,3.8034,0.1741,0.1984,5,4,6,7,6,4,4,6,12,8
120,8,Austria,Norway,0,26,37,2.5565,5.3517,0.1535,0.2555,2,5,3,8,6,6,6,6,12,12
121,8,Ukraine,Italy,0,34,21,4.5624,1.9239,0.2431,0.1087,2,3,3,3,1,7,7,1,2,14
122,8,Hungary,Japan,0,14,35,1.3441,3.5796,0.1282,0.1408,0,4,0,6,4,2,2,4,8,4
123,8,Belarus,Germany,1,36,29,4.5272,3.0701,0.1721,0.2256,2,1,4,1,6,9,9,6,12,18
124,8,Switzerland,Lithuania,0,28,19,2.9618,2.3081,0.195,0.2231,2,4,3,7,7,5,5,7,14,10
125,8,Netherlands,Great Britain,0,29,30,3.6655,4.0125,0.1726,0.2343,1,6,2,10,7,8,8,7,14,16
126,8,United States,Latvia,1,38,16,4.8207,1.8577,0.2461,0.1923,3,2,5,4,3,11,11,3,6,22
127,8,Croatia,Romania,0,25,22,3.3385,2.4187,0.2463,0.204,5,1,8,2,5,11,11,5,10,22
128,8,Poland,Czech Republic,0,21,35,2.714,4.1056,0.1622,0.1835,3,2,5,3,9,6,6,9,18,12
129,9,Norway,Russia,0,19,20,1.6436,2.2762,0.1616,0.1349,1,2,2,2,2,6,6,2,4,12
130,9,Denmark,Ukraine,1,22,34,2.6633,3.5915,0.1716,0.2216,4,5,8,6,8,7,7,8,18,14
131,9,Estonia,Belgium,0,32,27,3.0567,2.2446,0.1407,0.1425,4,1,7,2,8,3,3,8,16,6
132,9,France,Japan,0,22,29,2.4003,3.4031,0.1611,0.2581,4,3,6,6,8,6,6,8,16,12
133,9,Hungary,China,0,19,28,2.0296,3.7211,0.2082,0.2284,0,5,0,6,7,8,8,7,14,16
134,9,Austria,Switzerland,0,18,20,1.7461,2.6273,0.1387,0.1686,1,5,2,9,6,8,8,6,14,18
135,9,Sweden,Finland,1,25,35,2.3334,4.8465,0.2111,0.2365,1,2,1,2,9,6,6,9,20,12
136,9,Slovakia,Croatia,0,24,28,3.0948,2.8328,0.2185,0.1597,3,5,6,8,4,5,5,4,8,10
137,9,Lithuania,Poland,1,43,35,5.3222,2.2869,0.196,0.1247,4,3,5,6,6,4,4,6,16,8
138,9,Kazakhstan,South Korea,0,32,28,3.6793,2.6488,0.167,0.2181,1,3,2,5,6,7,7,6,12,14
139,9,Canada,Great Britain,1,34,36,4.678,3.8655,0.2354,0.2553,4,5,8,7,5,9,9,5,10,18
140,9,Slovenia,Germany,1,44,25,5.5677,3.1724,0.187,0.1777,3,2,6,3,9,6,6,9,18,12
141,9,Latvia,Belarus,0,26,33,3.075,3.4912,0.1495,0.2127,2,3,3,3,10,3,3,10,20,6
142,9,Czech Republic,Romania,0,11,25,1.0664,3.1739,0.1283,0.2263,1,2,1,3,9,2,2,9,18,6
143,9,Spain,Italy,1,22,30,2.9352,3.3502,0.2434,0.2241,2,3,4,3,10,6,6,10,20,12
144,9,Netherlands,United States,0,28,36,3.8248,3.9076,0.1992,0.1645,3,4,5,8,4,8,8,4,8,16
145,10,Russia,Hungary,0,26,27,3.6945,3.0174,0.2647,0.1919,2,5,2,7,12,7,7,12,24,14
146,10,Slovakia,Belgium,0,25,29,2.642,2.5048,0.139,0.1554,3,2,5,4,7,4,4,7,14,8
147,10,Canada,Norway,0,15,26,1.6725,2.4436,0.1652,0.1243,1,2,1,4,5,5,5,5,10,10
148,10,China,Ukraine,0,30,26,3.0306,2.6213,0.1746,0.1934,2,3,4,5,9,1,1,9,18,2
149,10,France,Italy,0,14,33,1.6456,4.1129,0.1805,0.1858,1,4,2,7,6,1,1,6,12,2
150,10,Austria,Denmark,0,30,23,3.6621,2.6712,0.2453,0.1655,5,4,9,3,4,8,8,4,8,16
151,10,Latvia,Finland,0,23,27,2.4146,3.5848,0.1486,0.2201,1,4,0,7,7,6,6,7,16,12
152,10,Slovenia,Japan,0,27,29,3.1079,3.5881,0.1866,0.1658,1,6,2,9,4,6,6,4,8,12
153,10,Spain,Sweden,0,25,27,3.8082,2.9103,0.2541,0.1537,7,4,9,7,4,11,11,4,8,22
154,10,Romania,Switzerland,0,28,21,2.6133,2.5067,0.1895,0.1558,1,3,2,4,8,5,5,8,19,10
155,10,Kazakhstan,Croatia,1,26,23,2.9711,2.4723,0.1642,0.1546,2,1,4,2,4,6,6,4,8,12
156,10,Germany,Great Britain,0,23,36,2.6683,4.3995,0.1608,0.1613,2,7,4,10,5,6,6,5,10,12
157,10,Estonia,Netherlands,0,33,32,4.3587,3.5554,0.1665,0.1988,3,1,6,1,9,6,6,9,18,12
158,10,Lithuania,Czech Republic,0,23,23,3.7818,2.3264,0.2519,0.2135,3,0,5,0,8,7,7,8,16,14
159,10,Belarus,United States,0,32,25,4.014,2.8172,0.1698,0.1701,3,1,4,1,3,5,5,3,6,10
160,10,Poland,South Korea,1,26,27,2.8078,2.8239,0.2074,0.2009,4,5,7,8,6,10,10,6,12,20
161,11,Japan,Russia,0,17,31,1.1514,4.2779,0.1386,0.1933,3,7,4,12,10,4,4,10,20,11
162,11,Belgium,Belarus,0,39,13,4.4245,1.1348,0.1997,0.0999,6,1,12,2,3,6,6,3,6,12
163,11,Finland,Poland,1,27,25,3.3453,2.3737,0.1608,0.146,6,7,6,10,8,5,5,8,16,10
164,11,United States,China,0,26,21,2.3855,2.3928,0.1527,0.176,3,2,6,4,3,5,5,3,8,10
165,11,Romania,Norway,0,25,30,2.3001,3.4554,0.145,0.1573,0,5,0,8,5,5,5,5,10,10
166,11,Canada,Slovakia,1,30,31,2.8938,3.8295,0.1268,0.2329,2,3,2,3,8,4,4,8,16,8
167,11,Ukraine,Spain,0,37,29,4.3055,3.5824,0.2227,0.2318,6,1,10,2,7,10,10,7,14,23
168,11,Croatia,Slovenia,0,18,19,2.7299,2.1274,0.1957,0.2249,3,0,5,0,6,4,4,6,12,8
169,11,France,Italy,0,23,28,2.9222,3.4886,0.189,0.1631,2,6,3,7,6,8,8,6,12,18
170,11,Lithuania,Switzerland,1,23,32,2.8182,3.5096,0.1638,0.2441,1,2,2,4,9,7,7,9,18,14
171,11,Germany,Hungary,0,20,22,2.6656,2.3474,0.2358,0.1719,3,1,6,2,3,7,7,3,6,14
172,11,Denmark,Czech Republic,1,25,37,3.8147,4.2385,0.1981,0.1597,2,3,4,6,7,9,9,7,14,18
173,11,Great Britain,Austria,0,32,21,4.1833,3.2263,0.1732,0.2296,4,3,4,6,9,5,5,9,18,10
174,11,Estonia,Latvia,0,36,27,3.3229,2.9845,0.1353,0.1768,3,2,4,4,4,4,4,4,8,8
175,11,Kazakhstan,South Korea,0,28,28,2.8083,2.395,0.1386,0.1443,1,4,0,6,5,5,5,5,10,10
176,11,Netherlands,Sweden,1,36,34,4.7576,3.6488,0.17,0.146,2,1,2,2,7,7,7,7,14,14
177,12,Denmark,Russia,0,15,27,1.3975,3.891,0.1565,0.2316,1,5,2,8,10,7,7,10,20,14
178,12,Slovakia,Czech Republic,0,26,27,4.2528,2.5049,0.2512,0.2059,5,2,8,3,7,9,9,7,14,18
179,12,Hungary,Ukraine,0,22,28,2.0671,3.3281,0.1246,0.2218,1,5,2,10,9,2,2,9,20,4
180,12,Norway,Belarus,0,16,27,2.0972,3.3997,0.1953,0.2126,1,2,0,4,6,1,1,6,12,2
181,12,Romania,Finland,0,21,16,2.0526,1.8962,0.2008,0.1714,1,0,2,0,5,12,12,5,10,24
182,12,Japan,Slovenia,0,33,32,4.4061,3.5235,0.2284,0.216,4,3,6,5,4,8,8,4,8,16
183,12,Canada,Netherlands,0,20,28,2.5839,2.7958,0.1687,0.2212,5,1,7,2,4,5,5,4,8,10
184,12,South Korea,Spain,0,29,31,3.3459,3.6513,0.2191,0.2278,5,6,6,11,7,3,3,7,14,6
185,12,United States,Sweden,1,36,27,4.2288,2.7744,0.1495,0.1628,4,5,7,8,6,7,7,6,12,14
186,12,Croatia,Austria,0,25,18,3.533,1.8901,0.1855,0.1548,4,1,8,2,6,3,3,6,12,6
187,12,France,Kazakhstan,0,33,19,3.9927,2.0804,0.1773,0.1574,7,2,14,3,4,7,7,4,8,14
188,12,Switzerland,Great Britain,0,30,35,3.9083,4.4857,0.2014,0.2283,3,5,5,7,10,7,7,10,20,14
189,12,Lithuania,Estonia,0,34,34,3.9399,3.3524,0.1552,0.2003,3,2,4,3,10,5,5,10,20,10
190,12,Germany,Poland,0,27,19,2.7796,1.8522,0.1644,0.1469,3,4,5,7,8,3,3,8,16,6
191,12,Belgium,China,0,22,23,2.2339,2.4261,0.235,0.1454,1,4,2,7,5,5,5,5,10,10
192,12,Italy,Latvia,0,32,29,3.6383,4.4799,0.2101,0.2269,7,3,13,6,9,8,8,9,18,16
193,13,Estonia,Slovakia,0,26,27,1.9648,3.2459,0.1262,0.2225,4,2,5,3,7,4,4,7,14,8
194,13,Denmark,Finland,0,23,32,2.5604,4.6121,0.1554,0.2292,3,5,5,7,12,9,9,12,27,18
195,13,Russia,Norway,0,28,35,3.6525,3.9246,0.213,0.2154,2,4,4,5,6,2,2,6,12,4
196,13,France,Belarus,0,23,22,3.2614,2.918,0.2408,0.2241,1,6,2,8,6,9,9,6,12,18
197,13,Spain,Hungary,1,27,39,3.0691,4.8406,0.1544,0.2249,6,5,7,10,12,4,4,12,24,8
198,13,Japan,Great Britain,1,28,37,3.3286,4.5183,0.2118,0.2457,5,6,7,9,10,9,9,10,20,18
199,13,China,Romania,1,21,29,2.3099,2.4902,0.1569,0.2029,3,2,4,4,8,6,6,8,16,12
200,13,Lithuania,Canada,0,34,18,5.0898,2.0109,0.2502,0.1624,4,2,4,3,3,7,7,3,6,14
201,13,South Korea,Italy,0,34,29,4.2849,3.0949,0.1791,0.1404,0,2,0,3,4,8,8,4,11,16
202,13,Slovenia,Latvia,0,28,21,3.4438,2.8654,0.2198,0.1696,7,3,11,6,3,10,10,3,6,20
203,13,Czech Republic,Belgium,0,37,28,3.8388,3.3312,0.1531,0.1629,5,3,10,6,4,5,5,4,8,10
204,13,Switzerland,Sweden,1,32,29,4.7377,3.412,0.2808,0.2362,3,4,4,6,9,7,7,9,18,14
205,13,Poland,Ukraine,0,19,29,2.0785,2.8297,0.1653,0.1472,3,4,4,8,7,5,5,7,14,10
206,13,Germany,Austria,0,34,26,4.3236,2.7325,0.2524,0.1519,6,0,7,0,5,6,6,5,10,12
207,13,Croatia,Kazakhstan,0,32,19,4.7901,1.9636,0.2499,0.1227,5,2,8,3,0,9,9,0,0,18
208,13,United States,Netherlands,0,38,21,4.8241,2.9443,0.1803,0.2407,3,5,4,9,11,7,7,11,24,14
209,14,Sweden,Slovakia,1,32,34,2.643,4.0027,0.1825,0.1625,5,6,8,10,3,9,9,3,6,18
210,14,Finland,Germany,1,28,44,3.5427,4.1478,0.1649,0.1495,4,5,3,7,5,4,4,5,10,8
211,14,Russia,Belarus,0,27,15,3.5801,1.2532,0.1752,0.1392,5,1,9,2,5,4,4,5,10,8
212,14,Norway,Romania,1,18,21,2.2255,1.8949,0.2259,0.2103,3,2,5,4,8,7,7,8,16,14
213,14,Belgium,Spain,0,33,24,3.533,2.4492,0.1578,0.1391,2,5,4,5,5,7,7,5,10,14
214,14,Hungary,Estonia,0,25,27,2.632,3.0713,0.1544,0.2293,1,2,2,3,9,8,8,9,18,16
215,14,Czech Republic,Canada,1,33,24,3.2086,3.5324,0.2332,0.167,2,3,4,6,5,4,4,5,13,8
216,14,Japan,South Korea,0,18,32,1.9026,3.1454,0.2188,0.1467,6,5,10,6,4,5,5,4,11,10
217,14,China,Ukraine,0,36,21,4.1331,1.869,0.2239,0.2115,4,3,6,3,5,6,6,5,10,12
218,14,France,Slovenia,1,38,31,5.4586,4.6085,0.2582,0.2597,6,7,9,12,13,11,11,13,29,22
219,14,Italy,Austria,0,33,15,4.5434,1.7358,0.2477,0.1926,5,4,6,7,2,8,8,2,4,16
220,14,Netherlands,Denmark,0,24,31,3.1342,3.6299,0.2556,0.1872,3,2,4,3,3,8,8,3,6,16
221,14,Poland,Lithuania,0,26,27,2.3331,3.611,0.192,0.2413,1,6,0,7,7,8,8,7,14,16
222,14,Switzerland,Latvia,0,31,32,4.2494,4.0674,0.2462,0.2058,4,3,7,0,8,8,8,8,16,18
223,14,United States,Great Britain,0,22,19,2.5144,2.3475,0.2183,0.2583,2,3,4,6,7,7,7,7,14,14
224,14,Croatia,Kazakhstan,0,27,15,4.1608,1.6079,0.2758,0.1377,5,2,10,3,4,13,13,4,8,26
225,15,Slovakia,Czech Republic,0,17,29,2.5037,2.8704,0.1921,0.2176,3,2,6,4,10,7,7,10,20,14
226,15,Croatia,Russia,0,19,15,1.9136,2.4462,0.1608,0.2736,1,2,2,2,9,2,2,9,18,7
227,15,China,Spain,1,36,27,4.2322,2.4149,0.2404,0.2035,5,4,9,6,7,6,6,7,14,17
228,15,Romania,Ukraine,0,20,23,2.0363,2.5626,0.1314,0.213,2,1,4,2,5,3,3,5,10,6
229,15,Austria,Finland,0,31,38,3.2755,5.4122,0.1594,0.2456,8,7,14,9,6,9,9,6,12,18
230,15,Italy,Japan,0,25,24,2.3549,2.9379,0.1522,0.1596,0,3,0,5,6,4,4,6,12,8
231,15,Great Britain,Estonia,0,23,26,2.4514,3.1844,0.2227,0.2164,3,2,6,3,9,6,6,9,18,12
