game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
26,2,Estonia,Czech Republic,0,23,33,3.0316,3.5006,0.1645,0.1636,4,3,8,6,8,4,4,8,16,8
27,2,Finland,Switzerland,0,26,30,3.0816,3.422,0.1508,0.1797,1,4,1,7,7,3,3,7,14,8
28,2,Ukraine,Germany,0,24,30,2.6855,2.8288,0.1532,0.1451,1,5,2,9,6,4,4,6,12,8
29,2,Latvia,France,0,33,27,4.1864,3.061,0.1652,0.1555,5,4,8,4,7,1,1,7,14,2
30,2,Netherlands,South Korea,0,35,29,4.0044,3.0213,0.2394,0.1397,3,2,2,4,5,5,5,5,12,10
31,2,Hungary,Slovakia,0,32,20,3.5762,2.3809,0.2154,0.1648,2,6,4,10,4,10,10,4,8,20
32,2,Romania,Lithuania,0,27,15,1.983,1.8074,0.1374,0.1483,1,2,2,2,5,3,3,5,12,6
33,3,Czech Republic,Russia,1,25,17,2.2975,2.9669,0.1443,0.2749,1,2,2,4,7,7,7,7,14,14
34,3,Croatia,Hungary,0,24,31,3.6212,3.2221,0.1974,0.1425,2,3,4,6,4,5,5,4,8,10
35,3,Belgium,Denmark,0,30,17,3.6109,1.5945,0.1749,0.1498,3,2,5,3,5,10,10,5,10,20
36,3,Spain,China,0,34,27,3.3166,3.426,0.1342,0.2122,3,2,2,4,11,4,4,11,22,8
37,3,Italy,France,0,29,23,3.8547,2.7697,0.1874,0.24,7,1,12,2,8,7,7,8,16,16
38,3,Canada,Estonia,0,38,32,4.3243,3.3761,0.2141,0.2134,4,3,4,6,7,6,6,7,14,12
39,3,Japan,South Korea,1,34,29,3.3958,3.2693,0.1534,0.1807,2,3,3,5,7,7,7,7,14,14
40,3,Netherlands,Finland,1,19,30,2.0154,4.1507,0.1422,0.2453,4,3,6,5,7,3,3,7,14,6
41,3,Lithuania,Austria,0,32,21,4.5243,1.5176,0.1793,0.0996,7,1,7,2,4,5,5,4,8,10
42,3,United States,Kazakhstan,0,33,15,3.7123,1.5458,0.1628,0.1543,2,3,4,4,3,9,9,3,6,18
43,3,Poland,Slovakia,1,26,34,1.9718,4.7562,0.1424,0.2444,2,3,3,4,9,9,9,9,18,18
44,3,Belarus,Slovenia,1,35,33,4.7056,3.977,0.1898,0.228,4,5,8,9,7,5,5,7,14,10
45,3,Switzerland,Romania,0,15,30,1.8603,3.8043,0.1516,0.2186,1,8,2,16,12,4,4,12,24,8
46,3,Norway,Ukraine,0,29,22,3.4052,1.9762,0.1556,0.133,3,0,4,0,4,4,4,4,8,8
47,3,Sweden,Germany,0,26,27,2.9994,3.205,0.1826,0.1649,2,4,3,7,6,3,3,6,12,6
48,3,Great Britain,Latvia,1,37,36,4.1511,4.4061,0.1838,0.2265,3,4,6,6,10,5,5,10,20,10
49,4,Slovenia,Russia,1,40,29,3.8568,4.8277,0.2166,0.2564,3,4,4,7,8,8,8,8,16,18
50,4,Czech Republic,Lithuania,0,27,26,2.2509,3.8911,0.1395,0.2379,4,2,5,3,2,3,3,2,4,6
51,4,Ukraine,Denmark,0,29,27,3.7965,3.206,0.2116,0.1604,5,4,7,5,8,12,12,8,16,27
52,4,France,Estonia,1,27,23,2.9971,2.7964,0.2318,0.1616,3,4,5,7,6,8,8,6,12,16
53,4,Austria,Sweden,0,28,30,3.0432,3.7545,0.2256,0.2267,3,8,4,12,6,6,6,6,12,12
54,4,China,Croatia,0,19,22,1.9384,2.3246,0.1572,0.1499,1,3,1,5,5,2,2,5,10,4
55,4,Italy,Germany,0,22,25,2.5284,3.4867,0.1664,0.2419,4,8,6,14,6,4,4,6,15,8
56,4,Finland,Great Britain,0,28,28,3.7087,3.2118,0.2275,0.2264,5,6,10,11,7,8,8,7,14,16
57,4,South Korea,Norway,0,26,31,2.3738,3.8271,0.1285,0.2337,2,1,4,2,6,5,5,6,12,10
58,4,Latvia,Hungary,0,37,23,5.3053,1.6698,0.2498,0.1253,3,4,6,5,6,8,8,6,12,16
59,4,Spain,Canada,0,18,28,2.2641,3.3994,0.2461,0.218,3,0,6,0,6,4,4,6,12,8
60,4,Slovakia,Japan,0,31,18,3.813,1.1594,0.262,0.1157,3,0,4,0,3,7,7,3,6,14
61,4,Belarus,Kazakhstan,0,22,23,2.2392,2.7692,0.1288,0.2233,3,6,6,7,6,7,7,6,15,14
62,4,United States,Switzerland,0,26,22,2.7497,3.0929,0.1413,0.1833,3,2,5,4,5,5,5,5,10,10
63,4,Poland,Netherlands,0,20,36,2.0997,5.4589,0.1659,0.2488,2,7,3,10,7,2,2,7,14,4
64,4,Belgium,Romania,0,34,29,3.94,2.1314,0.2297,0.1339,5,1,9,1,5,9,9,5,10,18
65,5,Sweden,Russia,0,34,13,3.2512,1.9807,0.2072,0.2361,2,1,4,2,5,6,6,5,10,15
66,5,Norway,Denmark,0,28,24,4.0402,2.8251,0.2356,0.2102,2,3,3,5,6,8,8,6,12,19
67,5,Slovenia,Croatia,0,30,35,3.4074,5.833,0.2091,0.2728,4,3,5,5,7,7,7,7,14,14
68,5,Austria,South Korea,0,35,28,3.7973,2.9943,0.2286,0.1496,8,0,9,0,6,7,7,6,12,14
69,5,Latvia,Italy,1,26,42,3.2391,4.7852,0.1804,0.2227,4,5,5,7,7,2,2,7,14,4
70,5,Estonia,China,0,25,23,2.2688,2.4088,0.1529,0.1617,5,1,7,2,7,4,4,7,14,8
71,5,Belgium,Great Britain,1,24,35,2.2249,4.5592,0.2011,0.2322,3,2,5,4,10,5,5,10,22,10
72,5,Germany,Czech Republic,0,27,26,4.1798,2.9195,0.2826,0.1555,5,0,9,0,7,9,9,7,14,18
73,5,Finland,United States,0,23,27,3.2741,3.4177,0.246,0.2278,3,7,4,11,10,6,6,10,20,12
74,5,Spain,France,0,26,33,3.4563,4.4068,0.2334,0.2365,4,2,7,4,8,5,5,8,16,10
75,5,Japan,Lithuania,1,37,37,4.1957,4.3762,0.1909,0.2506,3,4,6,7,14,8,8,14,28,19
76,5,Ukraine,Belarus,0,24,16,2.5587,1.6913,0.1483,0.1535,2,1,3,2,4,3,3,4,8,6
77,5,Netherlands,Canada,1,32,21,4.1222,2.9598,0.2508,0.226,4,5,7,7,7,8,8,7,14,16
78,5,Poland,Switzerland,1,20,27,2.0679,3.2832,0.1496,0.1771,3,2,4,3,9,5,5,9,18,10
79,5,Romania,Slovakia,0,28,20,2.0429,2.206,0.129,0.1558,2,3,3,4,7,8,8,7,14,16
80,5,Hungary,Kazakhstan,0,19,23,2.2659,2.6887,0.2209,0.2203,0,3,0,3,5,6,6,5,10,14
81,6,Lithuania,Russia,0,25,19,2.8093,2.1758,0.1647,0.1635,1,2,2,2,4,7,7,4,8,14
82,6,Denmark,Belgium,0,17,30,1.5012,3.9128,0.1626,0.2369,3,4,6,7,10,0,0,10,20,0
83,6,France,Sweden,0,32,26,4.1628,3.2064,0.2442,0.1764,3,8,5,14,6,6,6,6,12,14
84,6,Belarus,Norway,1,35,27,3.7662,3.2741,0.1466,0.1632,6,5,10,8,6,6,6,6,12,12
85,6,China,Hungary,0,28,38,3.3588,4.3853,0.162,0.2033,4,2,5,3,10,9,9,10,20,18
86,6,Austria,Switzerland,0,25,30,2.7487,3.8035,0.1646,0.2451,3,6,5,10,3,10,10,3,6,20
87,6,Czech Republic,Slovakia,0,27,17,2.5234,2.458,0.1363,0.2162,4,2,7,4,4,9,9,4,8,18
88,6,Germany,South Korea,0,31,22,3.2128,2.5175,0.1653,0.2209,1,2,2,3,9,4,4,9,18,8
89,6,Slovenia,Spain,0,26,23,3.3402,3.2548,0.2305,0.2255,4,3,8,6,3,7,7,3,6,14
90,6,Italy,Romania,0,28,21,3.4805,2.3842,0.229,0.1606,6,4,10,5,5,7,7,5,12,14
91,6,Kazakhstan,Japan,1,23,26,2.4824,1.9373,0.1747,0.1346,3,2,5,4,4,6,6,4,8,12
92,6,Great Britain,United States,0,29,30,3.6289,3.0878,0.1776,0.1504,1,4,2,5,9,7,7,9,18,14
93,6,Poland,Croatia,0,32,32,3.3877,4.9709,0.164,0.2596,2,6,4,11,11,4,4,11,22,8
94,6,Finland,Canada,0,15,19,2.2226,1.9327,0.246,0.178,3,2,4,4,3,6,6,3,6,12
95,6,Estonia,Latvia,0,28,34,2.8248,4.7174,0.1659,0.2154,4,5,6,4,11,7,7,11,22,14
96,6,Netherlands,Ukraine,0,34,25,4.3903,2.2844,0.2406,0.1279,5,6,8,9,6,7,7,6,12,14
97,7,Russia,Austria,0,28,31,4.118,2.7675,0.1818,0.1897,1,3,1,5,9,5,5,9,18,10
98,7,Denmark,Great Britain,0,29,31,3.2277,3.9155,0.2152,0.232,6,4,6,6,8,9,9,8,18,20
99,7,Belgium,China,1,25,22,2.5976,2.0394,0.223,0.1986,3,2,4,4,7,11,11,7,14,22
100,7,Slovakia,Sweden,0,22,28,3.3491,2.6646,0.2539,0.1989,3,1,4,2,10,8,8,10,20,16
101,7,Norway,France,0,24,27,3.3854,2.7798,0.1826,0.2202,4,3,6,2,2,7,7,2,4,14
102,7,Spain,Finland,0,22,22,2.4512,3.4796,0.1568,0.2347,4,3,5,6,10,7,7,10,20,14
103,7,Japan,Canada,0,19,28,1.6345,3.1662,0.143,0.2457,2,6,2,9,7,3,3,7,14,8
104,7,Lithuania,Ukraine,0,33,19,4.0292,1.5017,0.2414,0.1244,0,3,0,4,2,3,3,2,4,6
105,7,Croatia,South Korea,0,30,25,4.8912,2.3172,0.2664,0.1307,2,3,3,4,2,9,9,2,4,18
106,7,Kazakhstan,Italy,0,26,21,3.7972,1.7364,0.2362,0.1445,3,2,6,4,3,10,10,3,6,20
107,7,Estonia,Slovenia,0,17,35,2.3563,4.5867,0.1651,0.2301,0,3,0,4,13,3,3,13,26,6
108,7,Switzerland,Germany,0,22,22,2.8694,2.1738,0.1911,0.1421,5,2,7,2,6,7,7,6,12,14
109,7,United States,Poland,0,30,17,3.7906,1.5578,0.2202,0.1403,5,0,8,0,4,10,10,4,8,22
110,7,Hungary,Latvia,0,28,23,2.704,2.8462,0.1878,0.2351,2,5,3,5,7,8,8,7,14,16
111,7,Belarus,Romania,0,11,27,1.3932,2.4641,0.221,0.1369,0,1,0,2,4,5,5,4,8,10
112,7,Netherlands,Czech Republic,0,30,34,3.953,4.1389,0.1915,0.2402,3,2,5,3,7,4,4,7,14,8
113,8,Russia,Canada,1,27,27,3.598,3.4699,0.2448,0.2162,5,4,9,8,15,5,5,15,30,10
114,8,Sweden,Denmark,1,33,22,4.1806,2.6016,0.2299,0.1751,4,5,4,9,6,9,9,6,12,18
115,8,Kazakhstan,China,0,26,25,2.5345,2.9172,0.2061,0.2034,5,2,9,4,5,7,7,5,10,14
116,8,Belgium,Estonia,0,44,24,4.6055,2.3184,0.2245,0.1648,3,2,6,2,3,9,9,3,6,20
117,8,Finland,France,1,28,31,3.6351,3.4317,0.187,0.2393,4,3,7,6,12,3,3,12,24,6
118,8,South Korea,Spain,0,36,31,3.317,3.3411,0.1295,0.1523,7,3,12,5,5,2,2,5,10,4
119,8,Slovakia,Slovenia,0,26,24,3.8628,2.0372,0.1768,0.129,3,0,6,0,7,8,8,7,14,16
120,8,Austria,Norway,0,24,35,2.4418,4.5806,0.1508,0.1656,5,2,6,4,3,5,5,3,9,10
121,8,Ukraine,Italy,0,22,21,2.2089,1.994,0.1153,0.139,4,0,7,0,1,1,1,1,2,2
122,8,Hungary,Japan,0,28,36,2.7605,4.4665,0.1523,0.2246,2,6,1,9,9,7,7,9,18,14
123,8,Belarus,Germany,0,25,33,3.7882,3.6378,0.2185,0.1651,2,4,4,7,7,5,5,7,14,10
124,8,Switzerland,Lithuania,1,31,28,3.0431,3.4258,0.2188,0.2367,5,4,8,7,8,7,7,8,18,14
125,8,Netherlands,Great Britain,0,19,28,2.2423,3.4718,0.1592,0.1698,3,7,6,9,9,5,5,9,18,10
126,8,United States,Latvia,0,26,25,2.9038,3.3413,0.2461,0.233,2,1,4,2,5,9,9,5,10,18
127,8,Croatia,Romania,1,27,36,3.6385,3.1569,0.187,0.1303,2,3,3,5,8,8,8,8,16,16
128,8,Poland,Czech Republic,0,31,35,4.237,4.3398,0.2064,0.2321,6,2,11,1,7,6,6,7,14,12
129,9,Norway,Russia,1,27,17,2.9322,2.109,0.2056,0.1798,3,4,4,8,6,8,8,6,12,16
130,9,Denmark,Ukraine,0,24,32,2.4622,3.6489,0.246,0.1546,4,2,5,4,7,4,4,7,14,8
131,9,Estonia,Belgium,0,25,29,2.3782,3.0476,0.1377,0.2187,3,2,4,2,8,5,5,8,16,10
132,9,France,Japan,1,37,35,4.2122,3.8392,0.2263,0.1676,5,4,6,6,7,11,11,7,14,22
133,9,Hungary,China,0,26,32,2.0227,3.9703,0.1098,0.2336,1,5,2,8,10,3,3,10,20,6
134,9,Austria,Switzerland,0,23,24,2.1269,3.4358,0.146,0.2713,1,4,2,8,7,1,1,7,14,2
135,9,Sweden,Finland,1,47,25,4.9342,3.4735,0.2019,0.2518,5,6,7,8,7,10,10,7,14,20
136,9,Slovakia,Croatia,1,36,38,4.4382,4.207,0.1943,0.1729,2,3,4,5,12,4,4,12,24,8
137,9,Lithuania,Poland,0,23,23,2.9698,2.0053,0.2457,0.1314,4,1,6,2,10,7,7,10,20,14
138,9,Kazakhstan,South Korea,0,25,28,3.1495,2.6348,0.2368,0.1485,4,3,5,3,5,11,11,5,10,22
139,9,Canada,Great Britain,1,45,32,5.7347,3.1904,0.2201,0.1356,3,4,4,8,2,12,12,2,4,24
140,9,Slovenia,Germany,0,23,17,3.0508,2.0231,0.2422,0.1638,2,3,4,4,5,8,8,5,10,16
141,9,Latvia,Belarus,0,20,19,2.7691,1.7593,0.176,0.1521,2,1,1,1,8,9,9,8,16,18
142,9,Czech Republic,Romania,1,54,30,6.1639,4.0094,0.2244,0.2362,4,3,7,5,9,7,7,9,18,14
143,9,Spain,Italy,0,21,31,2.4681,3.6115,0.1439,0.16,3,6,5,9,5,1,1,5,10,2
144,9,Netherlands,United States,0,23,31,3.1305,3.3718,0.1992,0.1699,2,1,4,0,1,4,4,1,2,10
145,10,Russia,Hungary,0,19,33,3.0177,2.7731,0.1827,0.1661,3,1,5,2,6,8,8,6,12,16
146,10,Slovakia,Belgium,0,21,23,2.7587,2.0068,0.2324,0.2021,2,4,4,7,10,7,7,10,20,14
147,10,Canada,Norway,1,26,24,3.0348,2.695,0.1709,0.1535,3,4,2,5,5,3,3,5,10,6
148,10,China,Ukraine,1,31,43,3.3329,4.3596,0.1588,0.1949,2,1,4,1,11,6,6,11,22,12
149,10,France,Italy,1,27,31,3.3508,4.0927,0.1841,0.2349,4,3,6,5,6,4,4,6,12,8
150,10,Austria,Denmark,0,33,32,5.171,3.9724,0.2413,0.226,7,2,11,3,5,10,10,5,10,20
151,10,Latvia,Finland,0,19,25,1.9436,2.8062,0.1406,0.1415,2,5,2,10,7,2,2,7,14,4
152,10,Slovenia,Japan,0,35,25,3.9462,2.9959,0.1725,0.2127,4,3,7,2,6,6,6,6,12,12
153,10,Spain,Sweden,0,29,34,3.3732,3.8797,0.1588,0.2194,4,3,6,6,7,3,3,7,17,6
154,10,Romania,Switzerland,0,30,14,3.3711,1.7451,0.1968,0.1611,7,0,10,0,3,9,9,3,6,18
155,10,Kazakhstan,Croatia,1,33,27,3.8092,3.3653,0.2351,0.1929,5,6,10,8,3,5,5,3,9,10
156,10,Germany,Great Britain,0,20,26,2.3075,2.9911,0.2216,0.1548,1,5,0,8,4,8,8,4,8,16
157,10,Estonia,Netherlands,0,29,25,3.6556,2.5987,0.1711,0.1652,5,4,9,4,6,7,7,6,12,14
158,10,Lithuania,Czech Republic,0,26,27,4.0875,2.0329,0.2489,0.0901,6,3,7,4,3,10,10,3,6,20
159,10,Belarus,United States,0,21,22,2.3314,2.3675,0.1555,0.1546,5,2,9,3,4,5,5,4,8,10
160,10,Poland,South Korea,1,37,31,3.9611,2.7781,0.206,0.138,2,1,3,2,5,9,9,5,10,20
161,11,Japan,Russia,0,36,20,3.5603,2.1838,0.1398,0.1759,3,2,5,2,4,10,10,4,8,22
162,11,Belgium,Belarus,1,37,23,4.1675,2.3658,0.1769,0.1473,4,5,4,7,9,7,7,9,18,14
163,11,Finland,Poland,1,34,29,4.5994,2.2741,0.2368,0.1348,5,4,9,6,7,8,8,7,14,16
164,11,United States,China,1,33,26,3.3276,3.4869,0.2338,0.226,4,3,7,3,8,10,10,8,18,20
165,11,Romania,Norway,0,23,23,2.1872,2.8776,0.1405,0.1827,3,2,5,3,6,6,6,6,12,12
166,11,Canada,Slovakia,1,51,32,5.5141,3.1831,0.2151,0.2338,5,4,8,5,7,10,10,7,14,23
167,11,Ukraine,Spain,0,26,18,2.7335,2.1336,0.2088,0.2133,1,3,2,2,8,7,7,8,16,14
168,11,Croatia,Slovenia,0,18,27,2.6192,3.1914,0.1975,0.2006,3,1,5,2,3,5,5,3,6,10
169,11,France,Italy,0,22,30,2.8589,3.8469,0.1841,0.2306,3,2,4,4,8,5,5,8,16,10
170,11,Lithuania,Switzerland,0,25,22,2.5685,2.5927,0.1333,0.1909,2,1,3,2,7,4,4,7,14,8
171,11,Germany,Hungary,0,26,21,2.9541,2.4853,0.1744,0.239,1,2,2,2,7,3,3,7,14,6
172,11,Denmark,Czech Republic,0,25,19,3.5319,1.9032,0.1942,0.1102,4,1,5,2,8,5,5,8,16,10
173,11,Great Britain,Austria,1,38,20,4.885,1.8445,0.1781,0.1347,2,1,3,2,5,6,6,5,10,12
174,11,Estonia,Latvia,1,36,27,3.8653,2.9454,0.2143,0.2166,2,3,4,6,7,12,12,7,14,26
175,11,Kazakhstan,South Korea,0,21,36,2.0131,4.3044,0.1397,0.2315,1,5,1,8,13,5,5,13,26,10
176,11,Netherlands,Sweden,0,39,33,5.2255,3.9387,0.2559,0.1626,7,3,9,4,11,8,8,11,22,16
177,12,Denmark,Russia,1,20,17,2.0442,2.1139,0.1954,0.1713,2,3,4,6,7,7,7,7,14,14
178,12,Slovakia,Czech Republic,1,19,32,3.152,2.6204,0.2685,0.126,5,4,7,7,6,7,7,6,12,16
179,12,Hungary,Ukraine,1,44,39,4.6205,5.1201,0.1538,0.2165,6,5,11,10,9,7,7,9,21,14
180,12,Norway,Belarus,0,36,19,5.5888,2.0341,0.2493,0.151,4,2,7,4,4,8,8,4,8,19
181,12,Romania,Finland,1,25,32,2.1639,3.9209,0.2034,0.2267,2,3,2,6,8,7,7,8,18,14
182,12,Japan,Slovenia,0,29,26,3.5748,3.0634,0.2317,0.2193,2,3,4,4,9,4,4,9,18,8
183,12,Canada,Netherlands,0,27,32,3.5004,3.5122,0.191,0.2494,4,5,7,8,7,1,1,7,14,2
184,12,South Korea,Spain,1,36,42,4.2334,4.3582,0.2107,0.2193,5,6,7,10,7,14,14,7,14,28
185,12,United States,Sweden,0,39,23,4.5866,2.5775,0.1655,0.2136,6,1,11,1,6,7,7,6,12,14
186,12,Croatia,Austria,0,36,22,5.1602,2.107,0.2522,0.1561,6,0,9,0,4,6,6,4,8,12
187,12,France,Kazakhstan,0,34,21,3.3187,2.462,0.165,0.1593,8,0,9,0,3,7,7,3,8,14
188,12,Switzerland,Great Britain,0,15,34,1.7998,4.0481,0.1625,0.2213,1,6,2,10,8,6,6,8,16,12
189,12,Lithuania,Estonia,0,32,25,3.7626,2.0343,0.1762,0.1379,1,2,2,0,6,4,4,6,12,8
190,12,Germany,Poland,0,33,20,4.2082,1.8544,0.2247,0.1383,6,1,11,2,3,10,10,3,6,20
191,12,Belgium,China,0,36,17,4.1579,1.8538,0.2302,0.1455,1,2,2,2,6,9,9,6,12,20
192,12,Italy,Latvia,0,28,25,2.8781,3.2026,0.1703,0.1912,1,3,2,4,3,3,3,3,6,6
193,13,Estonia,Slovakia,0,19,35,2.2927,3.3989,0.2238,0.21,0,4,0,8,7,10,10,7,16,20
194,13,Denmark,Finland,1,34,18,3.8735,2.4562,0.2364,0.2617,4,3,5,6,9,13,13,9,18,29
195,13,Russia,Norway,0,17,26,1.8391,2.8706,0.1782,0.2057,2,3,4,4,10,2,2,10,22,4
196,13,France,Belarus,0,27,23,2.8149,2.7779,0.1434,0.1595,5,1,6,1,4,0,0,4,8,0
197,13,Spain,Hungary,0,20,29,2.3048,3.3517,0.1643,0.224,7,2,11,4,7,5,5,7,14,10
198,13,Japan,Great Britain,1,32,35,3.2955,4.25,0.2233,0.2427,1,2,2,2,7,8,8,7,14,16
199,13,China,Romania,1,18,22,2.1888,1.8134,0.2093,0.1188,2,3,3,5,10,9,9,10,20,18
200,13,Lithuania,Canada,1,21,21,2.5135,1.9388,0.2512,0.1415,2,1,3,2,6,9,9,6,12,18
201,13,South Korea,Italy,0,29,14,3.4761,1.3311,0.1642,0.1184,6,1,8,2,2,7,7,2,4,14
202,13,Slovenia,Latvia,0,31,33,3.4598,5.4136,0.2272,0.2923,5,4,7,8,9,6,6,9,18,12
203,13,Czech Republic,Belgium,0,28,19,2.5524,2.8201,0.1463,0.2765,0,4,0,6,9,5,5,9,18,10
204,13,Switzerland,Sweden,0,34,18,4.6716,1.5037,0.2318,0.1153,7,4,12,4,4,11,11,4,8,22
205,13,Poland,Ukraine,0,30,27,3.0613,2.8204,0.2023,0.1463,1,2,0,2,5,4,4,5,10,8
206,13,Germany,Austria,0,25,24,2.7873,2.4466,0.1274,0.1504,3,1,5,1,3,3,3,3,6,6
207,13,Croatia,Kazakhstan,0,25,28,3.5178,3.7665,0.2571,0.2328,6,1,10,2,7,8,8,7,17,16
208,13,United States,Netherlands,1,30,36,3.3924,5.1718,0.1938,0.2543,4,5,8,4,14,4,4,14,28,8
209,14,Sweden,Slovakia,1,26,24,2.1045,2.92,0.1275,0.1728,2,3,4,4,7,7,7,7,14,14
210,14,Finland,Germany,0,33,28,4.2814,3.6081,0.2591,0.2366,7,6,9,7,12,4,4,12,27,8
211,14,Russia,Belarus,1,33,17,4.1257,1.7632,0.1752,0.2095,4,3,7,6,6,2,2,6,12,4
212,14,Norway,Romania,0,20,28,2.8582,2.6471,0.2489,0.1379,5,6,9,10,5,4,4,5,10,8
213,14,Belgium,Spain,0,36,24,3.9386,2.1346,0.1627,0.1137,5,2,10,2,2,9,9,2,4,18
214,14,Hungary,Estonia,0,28,30,3.963,3.0022,0.2201,0.2253,1,4,2,8,7,12,12,7,14,24
215,14,Czech Republic,Canada,0,27,34,2.5407,5.0037,0.1401,0.2504,3,9,5,11,7,2,2,7,14,4
216,14,Japan,South Korea,0,41,30,4.491,2.9541,0.2213,0.1592,7,4,14,7,7,9,9,7,14,18
217,14,China,Ukraine,1,38,39,4.1572,2.9423,0.1685,0.1721,2,3,4,6,14,8,8,14,30,16
218,14,France,Slovenia,0,42,28,6.0153,3.8085,0.1965,0.2578,9,3,12,4,6,7,7,6,12,14
219,14,Italy,Austria,0,33,20,4.2914,2.1464,0.251,0.165,5,3,9,6,4,7,7,4,8,14
220,14,Netherlands,Denmark,0,31,26,4.3891,3.0106,0.2363,0.148,8,1,13,2,7,8,8,7,16,16
221,14,Poland,Lithuania,0,26,21,1.9566,2.6356,0.1362,0.2348,3,4,3,5,5,3,3,5,10,6
222,14,Switzerland,Latvia,0,21,37,2.928,4.865,0.2414,0.2342,1,8,2,14,6,8,8,6,12,16
223,14,United States,Great Britain,1,31,35,3.2687,4.2302,0.2109,0.1714,3,2,4,4,8,9,9,8,16,18
224,14,Croatia,Kazakhstan,1,26,30,3.2168,3.4581,0.2264,0.2061,3,4,6,3,6,9,9,6,12,18
225,15,Slovakia,Czech Republic,1,34,37,4.9819,3.8468,0.2081,0.2142,3,4,3,4,13,7,7,13,26,14
226,15,Croatia,Russia,0,17,27,1.8541,4.1791,0.1703,0.2477,1,6,2,10,9,5,5,9,18,10
227,15,China,Spain,0,27,27,2.806,3.031,0.159,0.1849,3,2,5,4,8,5,5,8,18,10
228,15,Romania,Ukraine,1,27,30,2.4632,2.7436,0.1405,0.1818,3,2,5,3,7,4,4,7,14,8
229,15,Austria,Finland,0,33,31,3.3848,4.3708,0.22,0.2479,3,9,5,15,9,6,6,9,18,12
230,15,Italy,Japan,0,31,23,3.267,2.5087,0.1748,0.1731,0,4,0,6,3,3,3,3,6,6
231,15,Great Britain,Estonia,0,28,21,2.825,2.5102,0.155,0.2133,4,1,6,2,10,6,6,10,20,12
232,15,Denmark,Belarus,0,25,33,3.0324,4.2217,0.2145,0.2211,3,4,5,4,8,6,6,8,16,12
