matchweek,home_team,away_team
26,Theodoreberg,Port Stacey
26,Codyfurt,Port Scott
26,Barnesport,North Garymouth
26,Port Christiebury,Laurenview
26,Debraside,Port Lisa
26,Port Shannon,Millerport
26,Pachecofurt,Bobbyborough
26,Bensonshire,North Keithchester
26,New Paul,Port Haroldberg
26,Riosstad,Lake Eric
26,Amberfurt,New Jose
26,Montgomeryburgh,West Patriciaside
26,Robertsonport,New Jeffrey
26,Williamview,Torresport
27,Riosstad,Kramerville
27,Theodoreberg,Port Christiebury
27,Millerport,Port Lisa
27,New Jeffrey,Port Scott
27,Robertsonport,Port Stacey
27,Debraside,Port Shannon
27,North Garymouth,Barnesport
27,West Robertfort,Williamview
27,New Paul,New Jose
27,West Patriciaside,Laurenview
27,Lake Eric,Bensonshire
27,Codyfurt,Pachecofurt
27,Bobbyborough,Torresport
27,North Keithchester,Port Haroldberg
27,Amberfurt,Montgomeryburgh
28,New Jose,Kramerville
28,Port Stacey,Riosstad
28,North Garymouth,Millerport
28,Port Scott,Debraside
28,Port Lisa,Port Shannon
28,New Paul,Theodoreberg
28,Port Christiebury,Williamview
28,New Jeffrey,North Keithchester
28,Torresport,Barnesport
28,Robertsonport,Bobbyborough
28,West Patriciaside,West Robertfort
28,Laurenview,Port Haroldberg
28,Montgomeryburgh,Bensonshire
28,Codyfurt,Amberfurt
28,Lake Eric,Pachecofurt
29,Kramerville,Port Shannon
29,Torresport,Port Stacey
29,Riosstad,West Robertfort
29,New Jeffrey,Port Lisa
29,Bobbyborough,Port Scott
29,New Jose,Laurenview
29,Lake Eric,Millerport
29,Barnesport,Robertsonport
29,Theodoreberg,Montgomeryburgh
29,North Keithchester,Port Christiebury
29,Debraside,Williamview
29,Amberfurt,West Patriciaside
29,Bensonshire,Port Haroldberg
29,Codyfurt,North Garymouth
29,New Paul,Pachecofurt
30,Montgomeryburgh,Kramerville
30,Port Stacey,North Garymouth
30,Port Shannon,Port Scott
30,Debraside,Torresport
30,New Jose,Theodoreberg
30,Codyfurt,Port Lisa
30,Barnesport,Port Haroldberg
30,Port Christiebury,North Keithchester
30,Laurenview,Millerport
30,Bobbyborough,West Patriciaside
30,New Paul,Riosstad
30,Robertsonport,Pachecofurt
30,New Jeffrey,Bensonshire
30,West Robertfort,Amberfurt
31,Robertsonport,Kramerville
31,Laurenview,Port Stacey
31,New Jeffrey,Debraside
31,Bobbyborough,Port Lisa
31,Riosstad,North Garymouth
31,Port Shannon,Barnesport
31,Millerport,Torresport
31,West Robertfort,North Keithchester
31,Codyfurt,New Jose
31,New Paul,Montgomeryburgh
31,West Patriciaside,Port Christiebury
31,Port Scott,Amberfurt
31,Port Haroldberg,Williamview
31,Pachecofurt,Theodoreberg
31,Bensonshire,Lake Eric
32,Debraside,Kramerville
32,Laurenview,Port Lisa
32,Robertsonport,Theodoreberg
32,Port Scott,North Garymouth
32,Barnesport,North Keithchester
32,Montgomeryburgh,Port Shannon
32,Port Haroldberg,New Jose
32,Port Stacey,Williamview
32,Port Christiebury,Torresport
32,Millerport,Codyfurt
32,West Patriciaside,New Jeffrey
32,Bobbyborough,New Paul
32,Bensonshire,Riosstad
32,West Robertfort,Lake Eric
33,Debraside,Port Stacey
33,Kramerville,Port Lisa
33,Barnesport,Bensonshire
33,Theodoreberg,New Jeffrey
33,Port Scott,New Jose
33,Millerport,Robertsonport
33,North Garymouth,West Robertfort
33,Laurenview,West Patriciaside
33,Port Christiebury,Montgomeryburgh
33,Codyfurt,Williamview
33,Port Shannon,Torresport
33,New Paul,North Keithchester
33,Port Haroldberg,Amberfurt
33,Lake Eric,Bobbyborough
33,Pachecofurt,Riosstad
34,Kramerville,North Keithchester
34,Pachecofurt,Port Lisa
34,West Robertfort,Debraside
34,Williamview,New Jose
34,Barnesport,Codyfurt
34,Robertsonport,Port Haroldberg
34,Montgomeryburgh,Port Christiebury
34,Riosstad,Port Scott
34,Port Shannon,Bensonshire
34,Port Stacey,Amberfurt
34,Millerport,Bobbyborough
34,New Jeffrey,New Paul
34,Torresport,Lake Eric
34,North Garymouth,West Patriciaside
35,North Garymouth,Kramerville
35,New Jose,Port Lisa
35,West Robertfort,Barnesport
35,Riosstad,Laurenview
35,Pachecofurt,Port Stacey
35,Codyfurt,Theodoreberg
35,Robertsonport,Montgomeryburgh
35,West Patriciaside,Williamview
35,Debraside,Port Christiebury
35,Port Shannon,Lake Eric
35,Port Scott,Port Haroldberg
35,Bensonshire,Torresport
35,New Paul,Millerport
35,Amberfurt,New Jeffrey
35,Bobbyborough,North Keithchester
36,Kramerville,Lake Eric
36,Port Lisa,Bensonshire
36,New Jose,Barnesport
36,Montgomeryburgh,North Garymouth
36,Port Haroldberg,Port Stacey
36,Pachecofurt,Port Christiebury
36,Laurenview,Port Scott
36,Riosstad,Robertsonport
36,Debraside,Amberfurt
36,New Jeffrey,Codyfurt
36,Port Shannon,West Patriciaside
36,Theodoreberg,Millerport
36,Williamview,Bobbyborough
36,Torresport,North Keithchester
36,West Robertfort,New Paul
37,Port Christiebury,Port Lisa
37,Millerport,Kramerville
37,Port Shannon,North Garymouth
37,Port Stacey,Barnesport
37,Debraside,Montgomeryburgh
37,Laurenview,Riosstad
37,Lake Eric,Port Scott
37,Theodoreberg,Williamview
37,Codyfurt,Robertsonport
37,New Jose,New Jeffrey
37,West Robertfort,West Patriciaside
37,Amberfurt,Torresport
37,Bensonshire,Bobbyborough
37,Port Haroldberg,North Keithchester
37,Pachecofurt,New Paul
38,Port Lisa,North Keithchester
38,North Garymouth,Port Shannon
38,Theodoreberg,Kramerville
38,Port Stacey,Port Christiebury
38,Bensonshire,Laurenview
38,West Patriciaside,Barnesport
38,Port Scott,Robertsonport
38,Torresport,Debraside
38,New Jose,Millerport
38,Port Haroldberg,Riosstad
38,New Jeffrey,West Robertfort
38,Pachecofurt,Williamview
38,Lake Eric,Montgomeryburgh
38,Amberfurt,New Paul
38,Codyfurt,Bobbyborough
39,Port Lisa,Pachecofurt
39,Kramerville,Riosstad
39,Port Christiebury,West Patriciaside
39,Amberfurt,Port Stacey
39,Montgomeryburgh,North Keithchester
39,North Garymouth,Debraside
39,Barnesport,Torresport
39,Robertsonport,Lake Eric
39,Port Shannon,Port Haroldberg
39,Laurenview,Codyfurt
39,Bensonshire,Williamview
39,Bobbyborough,Theodoreberg
39,Millerport,New Paul
39,West Robertfort,New Jose
39,Port Scott,New Jeffrey
40,Williamview,Port Lisa
40,Port Christiebury,Bensonshire
40,Port Stacey,Bobbyborough
40,West Patriciaside,Port Scott
40,Kramerville,Amberfurt
40,North Garymouth,New Jose
40,Riosstad,Theodoreberg
40,North Keithchester,Laurenview
40,Port Shannon,Debraside
40,Barnesport,New Paul
40,West Robertfort,Robertsonport
40,Lake Eric,Port Haroldberg
40,Montgomeryburgh,Millerport
40,Pachecofurt,Torresport
41,New Paul,Port Lisa
41,West Robertfort,Port Christiebury
41,Kramerville,Williamview
41,North Garymouth,Bobbyborough
41,Barnesport,West Patriciaside
41,Montgomeryburgh,Theodoreberg
41,Debraside,Port Scott
41,Millerport,Laurenview
41,Bensonshire,Port Stacey
41,Riosstad,New Jose
41,Port Shannon,Codyfurt
41,North Keithchester,Lake Eric
41,Torresport,Robertsonport
41,Port Haroldberg,Pachecofurt
42,Port Lisa,New Jose
42,North Garymouth,Port Stacey
42,Laurenview,Kramerville
42,Port Christiebury,New Jeffrey
42,Williamview,Barnesport
42,Theodoreberg,Port Haroldberg
42,Torresport,Bobbyborough
42,West Patriciaside,Montgomeryburgh
42,Codyfurt,Debraside
42,Amberfurt,Riosstad
42,North Keithchester,Millerport
42,New Paul,Bensonshire
42,West Robertfort,Pachecofurt
43,Kramerville,Laurenview
43,North Garymouth,Williamview
43,Port Christiebury,Riosstad
43,Barnesport,West Robertfort
43,Theodoreberg,Port Shannon
43,New Jose,Robertsonport
43,Bensonshire,Port Lisa
43,Debraside,West Patriciaside
43,Lake Eric,Port Stacey
43,North Keithchester,Montgomeryburgh
43,Torresport,Millerport
43,Port Haroldberg,Port Scott
43,Bobbyborough,Pachecofurt
43,New Paul,Amberfurt
44,New Paul,Kramerville
44,Williamview,Robertsonport
44,Millerport,Port Christiebury
44,Riosstad,West Patriciaside
44,Barnesport,Montgomeryburgh
44,Theodoreberg,New Jose
44,Port Haroldberg,Bensonshire
44,North Keithchester,Debraside
44,West Robertfort,Codyfurt
44,Amberfurt,Port Shannon
44,Port Scott,Port Lisa
44,Port Stacey,Torresport
44,North Garymouth,Lake Eric
44,Laurenview,New Jeffrey
45,Williamview,Kramerville
45,Port Christiebury,Debraside
45,Bobbyborough,Robertsonport
45,Riosstad,Amberfurt
45,Port Haroldberg,Port Lisa
45,New Jose,Pachecofurt
45,Port Stacey,Montgomeryburgh
45,New Jeffrey,Theodoreberg
45,Port Shannon,Laurenview
45,North Keithchester,Bensonshire
45,New Paul,West Patriciaside
45,Lake Eric,Barnesport
45,Port Scott,West Robertfort
45,Millerport,North Garymouth
45,Torresport,Codyfurt
46,Kramerville,New Jose
46,North Garymouth,Robertsonport
46,North Keithchester,Riosstad
46,Barnesport,Bobbyborough
46,West Robertfort,Laurenview
46,Port Lisa,Codyfurt
46,Port Stacey,Bensonshire
46,Port Christiebury,Lake Eric
46,Theodoreberg,Torresport
46,Debraside,Port Haroldberg
46,Pachecofurt,Montgomeryburgh
46,Millerport,Amberfurt
46,Williamview,New Jeffrey
46,Port Scott,New Paul
46,West Patriciaside,Port Shannon
47,Port Haroldberg,Kramerville
47,Robertsonport,Port Lisa
47,New Jeffrey,Riosstad
47,Bensonshire,Barnesport
47,Williamview,Laurenview
47,Millerport,Debraside
47,Lake Eric,Port Christiebury
47,Theodoreberg,North Keithchester
47,New Jose,Port Shannon
47,Codyfurt,Montgomeryburgh
47,Amberfurt,Port Scott
47,Torresport,Pachecofurt
47,West Robertfort,Port Stacey
47,New Paul,Bobbyborough
48,Barnesport,Kramerville
48,Port Stacey,Robertsonport
48,Riosstad,Bobbyborough
48,Torresport,Williamview
48,Port Haroldberg,Montgomeryburgh
48,Debraside,West Robertfort
48,Millerport,New Jose
48,Amberfurt,Laurenview
48,North Keithchester,Port Shannon
48,Lake Eric,New Paul
48,Codyfurt,West Patriciaside
48,Bensonshire,Pachecofurt
48,Port Lisa,North Garymouth
48,Port Scott,Theodoreberg
48,New Jeffrey,Port Christiebury
49,Laurenview,Robertsonport
49,Kramerville,Bensonshire
49,Lake Eric,Riosstad
49,Amberfurt,Barnesport
49,New Jose,North Keithchester
49,Codyfurt,Port Stacey
49,Port Christiebury,Millerport
49,Theodoreberg,Bobbyborough
49,Montgomeryburgh,Port Scott
49,New Jeffrey,Port Haroldberg
49,Port Lisa,Williamview
49,Debraside,Pachecofurt
49,New Paul,Torresport
49,West Robertfort,North Garymouth
50,Riosstad,Port Christiebury
50,New Paul,Barnesport
50,Robertsonport,Bensonshire
50,Port Haroldberg,Laurenview
50,Millerport,Lake Eric
50,Port Shannon,Kramerville
50,New Jose,Torresport
50,Amberfurt,Theodoreberg
50,Port Stacey,New Jeffrey
50,North Keithchester,West Patriciaside
50,Debraside,Codyfurt
50,Port Lisa,West Robertfort
50,North Garymouth,Pachecofurt
50,Bobbyborough,Williamview
50,Port Scott,Montgomeryburgh
51,Bobbyborough,Riosstad
51,Barnesport,New Jeffrey
51,West Robertfort,Bensonshire
51,Port Stacey,Theodoreberg
51,Port Haroldberg,Codyfurt
51,Amberfurt,Port Christiebury
51,Torresport,Kramerville
51,Lake Eric,North Keithchester
51,Port Lisa,New Paul
51,Debraside,Millerport
51,Port Shannon,Williamview
51,Port Scott,West Patriciaside
51,Robertsonport,New Jose
51,Laurenview,North Garymouth
52,Riosstad,Port Stacey
52,Bobbyborough,Millerport
52,Theodoreberg,Debraside
52,Williamview,Port Christiebury
52,Montgomeryburgh,Lake Eric
52,Barnesport,Pachecofurt
52,North Keithchester,North Garymouth
52,New Jeffrey,Torresport
52,Kramerville,New Paul
52,Port Lisa,West Patriciaside
52,Port Shannon,Amberfurt
52,Laurenview,West Robertfort
52,Bensonshire,New Jose
52,Robertsonport,Codyfurt
53,Port Shannon,Riosstad
53,Port Haroldberg,Bobbyborough
53,Williamview,Theodoreberg
53,Port Stacey,Port Scott
53,Lake Eric,Amberfurt
53,Port Christiebury,Pachecofurt
53,New Paul,Robertsonport
53,Millerport,New Jeffrey
53,Kramerville,North Garymouth
53,Torresport,Laurenview
53,Port Lisa,Montgomeryburgh
53,Barnesport,Debraside
53,Codyfurt,North Keithchester
54,Port Lisa,Riosstad
54,North Keithchester,Pachecofurt
54,Bobbyborough,New Jose
54,Williamview,Port Stacey
54,Codyfurt,Lake Eric
54,Robertsonport,Torresport
54,Port Scott,Millerport
54,Montgomeryburgh,New Jeffrey
54,Amberfurt,Port Haroldberg
54,Port Shannon,West Robertfort
54,West Patriciaside,Kramerville
54,Bensonshire,North Garymouth
54,Debraside,New Paul
54,Barnesport,Laurenview
55,New Jose,Riosstad
55,New Jeffrey,Williamview
55,West Patriciaside,Lake Eric
55,North Keithchester,Port Scott
55,Bobbyborough,Bensonshire
55,Torresport,New Paul
55,Amberfurt,Robertsonport
55,Port Stacey,Laurenview
55,Port Haroldberg,Debraside
55,Pachecofurt,Port Shannon
55,Theodoreberg,Port Lisa
55,Port Christiebury,North Garymouth
55,Codyfurt,Kramerville
55,Barnesport,Millerport
56,Riosstad,Debraside
56,New Paul,Williamview
56,Pachecofurt,New Jeffrey
56,Lake Eric,West Patriciaside
56,Laurenview,Port Shannon
56,Kramerville,Torresport
56,North Keithchester,Robertsonport
56,Port Haroldberg,Port Christiebury
56,New Jose,Port Stacey
56,Millerport,Port Scott
56,Theodoreberg,North Garymouth
56,Montgomeryburgh,Port Lisa
56,Amberfurt,West Robertfort
57,Codyfurt,Riosstad
57,Lake Eric,North Garymouth
57,Pachecofurt,Robertsonport
57,Debraside,New Jeffrey
57,Williamview,Millerport
57,Bensonshire,Port Christiebury
57,Torresport,West Robertfort
57,Amberfurt,North Keithchester
57,West Patriciaside,Port Lisa
57,Montgomeryburgh,Laurenview
57,Port Scott,Bobbyborough
57,Barnesport,Port Stacey
57,Port Haroldberg,Theodoreberg
58,Pachecofurt,Lake Eric
58,New Jeffrey,West Patriciaside
58,Williamview,Port Haroldberg
58,West Robertfort,Port Shannon
58,North Garymouth,North Keithchester
58,Laurenview,Bensonshire
58,Port Scott,Port Christiebury
58,Torresport,Riosstad
58,Theodoreberg,Codyfurt
58,Port Stacey,Millerport
58,New Jose,Amberfurt
58,Bobbyborough,Montgomeryburgh
58,Robertsonport,New Paul
59,New Jeffrey,Port Shannon
59,Port Christiebury,Port Haroldberg
59,Lake Eric,Torresport
59,West Patriciaside,Amberfurt
59,Codyfurt,New Paul
59,Williamview,Port Scott
59,Theodoreberg,Bensonshire
59,West Robertfort,Kramerville
59,Laurenview,Bobbyborough
59,North Garymouth,Montgomeryburgh
59,Debraside,New Jose
59,Robertsonport,Barnesport
60,Port Shannon,Port Lisa
60,New Jeffrey,Barnesport
60,Codyfurt,Torresport
60,New Jose,Port Haroldberg
60,Pachecofurt,West Patriciaside
60,Amberfurt,North Garymouth
60,Bensonshire,Port Scott
60,Lake Eric,Theodoreberg
61,Pachecofurt,West Robertfort
61,Port Shannon,Montgomeryburgh
61,New Jeffrey,Bobbyborough
61,Kramerville,West Patriciaside
62,Pachecofurt,Codyfurt
