game_id,week,home_team,away_team,period,time_seconds,event_type,description,home_score,away_score,tag
1,1,Kramerville,Theodoreberg,2,1220.14,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1232.11,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1234.50,pp_end,Home back to full strength,1,0,home_full
1,1,Kramerville,Theodoreberg,2,1234.50,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,2,1275.78,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1279.66,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1279.70,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1281.77,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1314.42,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1317.77,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1334.66,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1339.50,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1359.97,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1365.96,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1388.88,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1398.59,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1408.71,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1410.62,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1429.69,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1444.20,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1465.28,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1468.37,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1475.82,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1492.02,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1510.27,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1514.05,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1525.06,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1536.00,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1545.27,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1551.28,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1576.41,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1578.07,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1594.92,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1605.83,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1620.38,penalty,Away team penalty,1,0,away_penalty
1,1,Kramerville,Theodoreberg,2,1620.38,pp_start,Home power play starts (away shorthanded),1,0,home_pp
1,1,Kramerville,Theodoreberg,2,1620.38,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,2,1660.84,penalty,Away team penalty,1,0,away_penalty
1,1,Kramerville,Theodoreberg,2,1660.84,pp_start,Home power play starts (away shorthanded),1,0,home_pp
1,1,Kramerville,Theodoreberg,2,1660.84,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,2,1715.40,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1723.18,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1740.38,pp_end,Away back to full strength,1,0,away_full
1,1,Kramerville,Theodoreberg,2,1740.38,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,2,1777.39,line_change,Away forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1785.60,line_change,Home defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1793.57,line_change,Away defensive pair change,1,0,
1,1,Kramerville,Theodoreberg,2,1797.87,line_change,Home forward line change,1,0,
1,1,Kramerville,Theodoreberg,2,1804.80,penalty,Home team penalty,1,0,home_penalty
1,1,Kramerville,Theodoreberg,2,1804.80,pp_start,Away power play starts (home shorthanded),1,0,away_pp
1,1,Kramerville,Theodoreberg,2,1804.80,line_change,Both teams change forwards and defense,1,0,
1,1,Kramerville,Theodoreberg,2,1809.24,goal,Home team scores! 2-0,2,0,even
1,1,Kramerville,Theodoreberg,2,1809.24,line_change,Both teams change forwards and defense,2,0,
1,1,Kramerville,Theodoreberg,2,1866.01,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,1877.56,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,1909.30,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,1923.08,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,1924.80,pp_end,Home back to full strength,2,0,home_full
1,1,Kramerville,Theodoreberg,2,1924.80,line_change,Both teams change forwards and defense,2,0,
1,1,Kramerville,Theodoreberg,2,1971.92,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,1976.90,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,1977.56,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,1980.29,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2013.84,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2017.19,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2027.47,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2034.14,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2064.93,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2065.10,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2069.40,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2078.45,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2111.00,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2113.93,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2121.28,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2129.23,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2153.65,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2155.36,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2171.45,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2172.75,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2185.05,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2204.86,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2220.13,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2221.25,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2230.73,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2248.01,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2266.00,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2268.88,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2270.50,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2304.80,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2320.81,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2323.20,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2324.71,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2345.32,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2359.95,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2373.21,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,2,2373.78,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,2,2395.57,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2400.00,period_end,End of Period 2,2,0,
1,1,Kramerville,Theodoreberg,3,2400.00,period_start,Start of Period 3,2,0,
1,1,Kramerville,Theodoreberg,3,2405.11,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2412.63,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2432.18,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2433.63,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2447.80,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2450.11,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2485.99,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2491.95,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2491.96,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2492.93,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2525.53,line_change,Home forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2535.80,line_change,Home defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2535.81,line_change,Away defensive pair change,2,0,
1,1,Kramerville,Theodoreberg,3,2550.77,line_change,Away forward line change,2,0,
1,1,Kramerville,Theodoreberg,3,2561.53,goal,Home team scores! 3-0,3,0,even
1,1,Kramerville,Theodoreberg,3,2561.53,line_change,Both teams change forwards and defense,3,0,
1,1,Kramerville,Theodoreberg,3,2596.56,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2596.90,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2604.46,line_change,Home defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2611.64,line_change,Away defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2628.17,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2633.24,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2653.17,line_change,Home defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2654.86,line_change,Away defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2663.61,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2680.85,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2699.72,line_change,Home defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2702.79,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2706.62,line_change,Away defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2717.25,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2748.02,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2751.74,line_change,Home defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2765.37,line_change,Away defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2771.59,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2780.13,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2795.32,line_change,Home defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2809.31,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2812.85,line_change,Away defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2825.98,line_change,Home forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2843.57,line_change,Home defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2853.61,line_change,Away defensive pair change,3,0,
1,1,Kramerville,Theodoreberg,3,2853.69,line_change,Away forward line change,3,0,
1,1,Kramerville,Theodoreberg,3,2873.70,penalty,Home team penalty,3,0,home_penalty
1,1,Kramerville,Theodoreberg,3,2873.70,pp_start,Away power play starts (home shorthanded),3,0,away_pp
1,1,Kramerville,Theodoreberg,3,2873.70,line_change,Both teams change forwards and defense,3,0,
1,1,Kramerville,Theodoreberg,3,2900.46,penalty,Away team penalty,3,0,away_penalty
1,1,Kramerville,Theodoreberg,3,2900.46,pp_start,Home power play starts (away shorthanded),3,0,home_pp
1,1,Kramerville,Theodoreberg,3,2900.46,line_change,Both teams change forwards and defense,3,0,
1,1,Kramerville,Theodoreberg,3,2919.95,goal,Home team scores! 4-0,4,0,even
1,1,Kramerville,Theodoreberg,3,2919.95,line_change,Both teams change forwards and defense,4,0,
1,1,Kramerville,Theodoreberg,3,2975.18,line_change,Home forward line change,4,0,
1,1,Kramerville,Theodoreberg,3,2986.64,line_change,Away forward line change,4,0,
1,1,Kramerville,Theodoreberg,3,2993.70,pp_end,Home back to full strength,4,0,home_full
1,1,Kramerville,Theodoreberg,3,2993.70,line_change,Both teams change forwards and defense,4,0,
1,1,Kramerville,Theodoreberg,3,3020.46,pp_end,Away back to full strength,4,0,away_full
1,1,Kramerville,Theodoreberg,3,3020.46,line_change,Both teams change forwards and defense,4,0,
1,1,Kramerville,Theodoreberg,3,3064.53,line_change,Home defensive pair change,4,0,
1,1,Kramerville,Theodoreberg,3,3068.27,line_change,Away forward line change,4,0,
1,1,Kramerville,Theodoreberg,3,3069.27,goal,Home team scores! 5-0,5,0,even
1,1,Kramerville,Theodoreberg,3,3069.27,line_change,Both teams change forwards and defense,5,0,
1,1,Kramerville,Theodoreberg,3,3090.26,penalty,Home team penalty,5,0,home_penalty
1,1,Kramerville,Theodoreberg,3,3090.26,pp_start,Away power play starts (home shorthanded),5,0,away_pp
1,1,Kramerville,Theodoreberg,3,3090.26,line_change,Both teams change forwards and defense,5,0,
1,1,Kramerville,Theodoreberg,3,3104.82,penalty,Away team penalty,5,0,away_penalty
1,1,Kramerville,Theodoreberg,3,3104.82,pp_start,Home power play starts (away shorthanded),5,0,home_pp
1,1,Kramerville,Theodoreberg,3,3104.82,line_change,Both teams change forwards and defense,5,0,
1,1,Kramerville,Theodoreberg,3,3152.60,goal,Away team scores! 5-1,5,1,even
1,1,Kramerville,Theodoreberg,3,3152.60,line_change,Both teams change forwards and defense,5,1,
1,1,Kramerville,Theodoreberg,3,3210.26,pp_end,Home back to full strength,5,1,home_full
1,1,Kramerville,Theodoreberg,3,3210.26,line_change,Both teams change forwards and defense,5,1,
1,1,Kramerville,Theodoreberg,3,3220.20,penalty,Away team penalty,5,1,away_penalty
1,1,Kramerville,Theodoreberg,3,3220.20,pp_start,Home power play starts (away shorthanded),5,1,home_pp
1,1,Kramerville,Theodoreberg,3,3220.20,line_change,Both teams change forwards and defense,5,1,
1,1,Kramerville,Theodoreberg,3,3224.82,pp_end,Away back to full strength,5,1,away_full
1,1,Kramerville,Theodoreberg,3,3224.82,line_change,Both teams change forwards and defense,5,1,
1,1,Kramerville,Theodoreberg,3,3262.69,line_change,Away forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3278.14,line_change,Away defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3284.42,line_change,Home defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3284.79,line_change,Home forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3307.59,line_change,Away forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3329.71,line_change,Home forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3337.83,line_change,Away defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3342.25,line_change,Home defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3344.57,line_change,Away forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3367.58,line_change,Home forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3378.38,line_change,Away defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3393.66,line_change,Home defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3397.62,line_change,Away forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3417.01,line_change,Home forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3426.80,line_change,Away defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3435.26,line_change,Away forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3451.39,line_change,Home defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3452.89,line_change,Home forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3476.91,penalty,Away team penalty,5,1,away_penalty
1,1,Kramerville,Theodoreberg,3,3476.91,pp_start,Home power play starts (away shorthanded),5,1,home_pp
1,1,Kramerville,Theodoreberg,3,3476.91,line_change,Both teams change forwards and defense,5,1,
1,1,Kramerville,Theodoreberg,3,3540.11,line_change,Away forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3545.45,line_change,Home forward line change,5,1,
1,1,Kramerville,Theodoreberg,3,3577.20,line_change,Away defensive pair change,5,1,
1,1,Kramerville,Theodoreberg,3,3577.58,goal,Home team scores! 6-1,6,1,even
1,1,Kramerville,Theodoreberg,3,3577.58,line_change,Both teams change forwards and defense,6,1,
1,1,Kramerville,Theodoreberg,3,3594.39,penalty,Away team penalty,6,1,away_penalty
1,1,Kramerville,Theodoreberg,3,3594.39,pp_start,Home power play starts (away shorthanded),6,1,home_pp
1,1,Kramerville,Theodoreberg,3,3594.39,line_change,Both teams change forwards and defense,6,1,
1,1,Kramerville,Theodoreberg,3,3596.91,pp_end,Away back to full strength,6,1,away_full
1,1,Kramerville,Theodoreberg,3,3596.91,line_change,Both teams change forwards and defense,6,1,
1,1,Kramerville,Theodoreberg,4,3600.00,period_end,End of Period 3,6,1,
2,1,Port Christiebury,Codyfurt,1,0.00,period_start,Start of Period 1,0,0,
2,1,Port Christiebury,Codyfurt,1,40.09,line_change,Home forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,40.72,line_change,Away defensive pair change,0,0,
2,1,Port Christiebury,Codyfurt,1,43.09,line_change,Away forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,51.79,line_change,Home defensive pair change,0,0,
2,1,Port Christiebury,Codyfurt,1,82.10,line_change,Away forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,82.25,line_change,Home forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,93.98,line_change,Away defensive pair change,0,0,
2,1,Port Christiebury,Codyfurt,1,106.37,line_change,Home defensive pair change,0,0,
2,1,Port Christiebury,Codyfurt,1,116.29,line_change,Away forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,134.34,line_change,Home forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,148.66,line_change,Home defensive pair change,0,0,
2,1,Port Christiebury,Codyfurt,1,149.79,line_change,Away defensive pair change,0,0,
2,1,Port Christiebury,Codyfurt,1,150.14,line_change,Away forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,154.49,penalty,Home team penalty,0,0,home_penalty
2,1,Port Christiebury,Codyfurt,1,154.49,pp_start,Away power play starts (home shorthanded),0,0,away_pp
2,1,Port Christiebury,Codyfurt,1,154.49,line_change,Both teams change forwards and defense,0,0,
2,1,Port Christiebury,Codyfurt,1,209.53,line_change,Away forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,210.88,line_change,Home forward line change,0,0,
2,1,Port Christiebury,Codyfurt,1,264.32,line_change,Away forward line change,0,0,
