game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
67,5,Slovenia,Croatia,0,31,23,3.4824,3.8253,0.1386,0.2765,3,8,6,13,5,0,0,5,10,0
68,5,Austria,South Korea,0,28,32,2.9136,3.543,0.1567,0.2241,1,4,1,6,5,4,4,5,10,8
69,5,Latvia,Italy,0,19,32,2.6374,3.2204,0.1854,0.137,3,0,3,0,8,5,5,8,16,10
70,5,Estonia,China,0,31,29,2.7707,3.2243,0.1521,0.2037,4,3,8,6,10,10,10,10,20,22
71,5,Belgium,Great Britain,0,23,27,2.2998,2.8747,0.1654,0.1399,2,3,3,6,5,7,7,5,10,16
72,5,Germany,Czech Republic,0,25,22,3.5508,2.5177,0.2018,0.1685,2,1,4,2,6,7,7,6,12,14
73,5,Finland,United States,0,21,27,2.5555,2.8275,0.1879,0.2218,1,2,0,3,8,5,5,8,18,10
74,5,Spain,France,0,23,32,3.2774,3.3193,0.2363,0.1619,9,0,14,0,5,4,4,5,10,8
75,5,Japan,Lithuania,0,24,32,1.8879,3.5853,0.1353,0.1688,2,3,2,3,8,3,3,8,16,6
76,5,Ukraine,Belarus,0,19,20,1.8147,2.0882,0.1496,0.1663,3,2,5,4,4,6,6,4,8,12
77,5,Netherlands,Canada,0,26,28,3.0641,3.6444,0.2384,0.2281,3,7,4,11,8,9,9,8,16,18
78,5,Poland,Switzerland,0,21,14,2.5065,1.611,0.2008,0.1623,5,2,9,4,4,7,7,4,8,17
79,5,Romania,Slovakia,1,30,17,1.897,1.8768,0.1286,0.183,4,3,6,3,3,4,4,3,6,8
80,5,Hungary,Kazakhstan,1,48,39,5.1923,4.3038,0.2115,0.1784,4,5,6,8,11,12,12,11,22,24
81,6,Lithuania,Russia,0,25,28,2.6788,3.6352,0.1674,0.1745,3,4,5,8,9,6,6,9,18,12
82,6,Denmark,Belgium,0,22,25,2.2447,2.5405,0.1744,0.2203,1,3,1,5,6,2,2,6,12,4
83,6,France,Sweden,1,34,31,4.5544,3.2882,0.2424,0.1793,3,4,5,5,3,9,9,3,6,18
84,6,Belarus,Norway,1,30,30,3.1078,3.6176,0.144,0.1519,5,6,6,10,4,7,7,4,8,17
85,6,China,Hungary,0,25,22,3.1204,2.0601,0.1618,0.2036,5,4,9,6,6,7,7,6,12,14
86,6,Switzerland,Austria,1,33,33,4.2834,3.3832,0.1906,0.1703,5,4,8,6,6,5,5,6,12,10
87,6,Czech Republic,Slovakia,0,19,23,1.5873,3.1513,0.139,0.2608,0,4,0,4,4,5,5,4,8,10
88,6,Germany,South Korea,1,29,35,2.954,4.1091,0.1486,0.164,4,5,4,8,11,2,2,11,22,7
89,6,Slovenia,Spain,0,29,24,3.197,3.6563,0.1423,0.2579,5,3,8,5,11,3,3,11,22,6
90,6,Italy,Romania,0,23,17,2.8675,1.7323,0.1735,0.1616,2,3,4,4,5,8,8,5,10,16
91,6,Kazakhstan,Japan,1,35,28,4.3916,2.5479,0.2184,0.2127,5,4,6,7,8,8,8,8,16,16
92,6,Great Britain,United States,0,28,26,3.8171,2.5961,0.2469,0.2161,1,2,2,2,6,8,8,6,12,16
93,6,Poland,Croatia,1,30,40,2.8557,5.4761,0.1494,0.249,5,6,5,10,10,7,7,10,22,14
94,6,Finland,Canada,1,28,43,3.7093,4.7707,0.2356,0.2116,3,2,5,4,8,4,4,8,16,8
95,6,Estonia,Latvia,0,31,27,2.7755,3.6027,0.144,0.2326,4,5,8,7,10,2,2,10,20,4
96,6,Netherlands,Ukraine,0,24,32,2.6937,3.6327,0.1629,0.2218,3,4,5,7,8,5,5,8,16,10
97,7,Russia,Austria,1,20,27,3.9047,2.9368,0.2902,0.2158,5,4,8,4,8,8,8,8,16,16
98,7,Denmark,Great Britain,0,25,42,3.0806,5.8967,0.2301,0.2445,4,12,5,20,12,7,7,12,24,14
99,7,Belgium,China,0,36,21,3.3692,1.9064,0.1751,0.1456,2,4,3,4,6,7,7,6,12,14
100,7,Slovakia,Sweden,0,41,29,5.5321,2.1568,0.2419,0.1394,3,2,5,1,5,9,9,5,10,18
101,7,Norway,France,0,23,24,3.3134,2.2523,0.1823,0.1464,2,3,2,2,3,6,6,3,6,12
102,7,Spain,Finland,0,33,24,3.747,3.2574,0.2389,0.2206,2,1,3,1,9,8,8,9,18,16
103,7,Japan,Canada,0,21,31,2.3859,3.675,0.2162,0.2211,1,5,2,8,7,7,7,7,14,14
104,7,Lithuania,Ukraine,0,29,31,3.6778,2.9856,0.2403,0.1447,3,2,4,3,8,10,10,8,16,20
105,7,Croatia,South Korea,0,31,38,5.0405,3.9886,0.2627,0.1612,4,3,5,4,6,9,9,6,14,21
106,7,Kazakhstan,Italy,0,17,18,1.9357,2.185,0.1645,0.2384,0,1,0,2,6,2,2,6,14,4
107,7,Estonia,Slovenia,0,30,19,3.7575,1.947,0.1572,0.1619,4,2,6,4,6,7,7,6,12,14
108,7,Germany,Switzerland,0,27,26,3.5048,3.3904,0.2241,0.1988,3,2,5,4,7,10,10,7,14,20
109,7,United States,Poland,0,40,14,4.8278,1.62,0.2215,0.1537,6,3,11,6,11,13,13,11,22,28
110,7,Hungary,Latvia,0,26,34,2.4273,4.3488,0.1373,0.1709,1,7,1,11,6,3,3,6,12,6
111,7,Belarus,Romania,0,25,26,3.0554,2.7074,0.2286,0.1463,5,1,4,2,4,8,8,4,8,16
112,7,Netherlands,Czech Republic,0,20,29,2.7119,4.3797,0.1786,0.2516,5,3,6,5,13,4,4,13,26,8
113,8,Russia,Canada,0,17,32,2.5002,3.4278,0.2492,0.2014,7,5,9,8,11,6,6,11,22,12
114,8,Sweden,Denmark,0,21,30,2.2243,3.3859,0.1457,0.1748,1,5,0,8,5,3,3,5,10,6
115,8,Kazakhstan,China,0,22,22,1.9091,2.1582,0.1267,0.1563,0,4,0,8,4,4,4,4,8,8
116,8,Belgium,Estonia,0,52,31,5.266,2.8608,0.2463,0.1669,4,2,5,4,2,9,9,2,4,18
117,8,Finland,France,0,21,29,3.1649,3.2279,0.2421,0.2313,5,6,8,10,8,8,8,8,16,16
118,8,South Korea,Spain,0,39,26,4.2938,2.7671,0.2155,0.2209,6,2,7,2,9,8,8,9,23,16
119,8,Slovakia,Slovenia,0,19,31,2.7357,3.092,0.1687,0.1914,3,2,5,4,9,5,5,9,18,10
120,8,Austria,Norway,0,24,31,2.2117,3.8798,0.1503,0.165,2,4,2,6,5,3,3,5,10,6
121,8,Ukraine,Italy,0,16,24,1.9017,2.6939,0.1702,0.1731,4,3,6,4,4,5,5,4,8,10
122,8,Hungary,Japan,1,22,24,1.953,2.7853,0.1191,0.2325,2,1,3,2,10,5,5,10,20,10
123,8,Belarus,Germany,0,25,23,3.2054,2.8267,0.1696,0.2298,3,2,5,3,6,9,9,6,12,18
124,8,Switzerland,Lithuania,1,18,25,2.313,3.2143,0.2287,0.2271,3,4,2,8,14,8,8,14,28,16
125,8,Netherlands,Great Britain,0,22,29,2.5205,3.8205,0.1678,0.231,5,2,8,4,5,3,3,5,10,6
126,8,United States,Latvia,1,34,30,4.1281,3.7465,0.191,0.2383,4,3,7,4,4,8,8,4,8,16
127,8,Croatia,Romania,0,17,20,2.0624,1.8164,0.162,0.1375,0,4,0,4,6,4,4,6,12,8
128,8,Poland,Czech Republic,0,25,18,3.6633,2.2448,0.247,0.1516,4,5,8,7,5,8,8,5,10,16
129,9,Norway,Russia,0,30,17,2.6513,2.1165,0.134,0.1752,2,4,2,7,4,5,5,4,8,10
130,9,Denmark,Ukraine,0,22,24,2.6308,2.49,0.1937,0.2134,2,3,3,3,5,5,5,5,10,10
131,9,Estonia,Belgium,1,21,22,1.9738,2.0345,0.1407,0.1417,3,2,6,3,8,4,4,8,16,8
132,9,France,Japan,1,32,23,4.073,2.2799,0.2258,0.1608,3,2,4,4,2,11,11,2,4,22
133,9,Hungary,China,0,30,25,2.7291,3.0785,0.1616,0.2365,2,5,4,7,12,7,7,12,24,14
134,9,Austria,Italy,1,36,41,4.7732,4.9551,0.258,0.2453,4,3,8,4,8,8,8,8,16,16
135,9,Sweden,Finland,0,32,44,3.2586,6.1733,0.2201,0.2288,2,6,4,10,9,7,7,9,18,14
136,9,Slovakia,Croatia,0,30,23,3.8757,2.7323,0.2555,0.2018,2,7,4,13,9,4,4,9,18,8
137,9,Lithuania,Poland,1,32,37,3.8974,2.9392,0.1804,0.1905,3,2,2,4,8,5,5,8,16,13
138,9,Kazakhstan,South Korea,0,37,39,3.5989,4.3399,0.1339,0.2291,6,3,8,5,10,2,2,10,20,4
139,9,Canada,Great Britain,0,31,38,3.3309,4.2714,0.1466,0.2011,2,6,4,10,7,4,4,7,16,8
140,9,Romania,Switzerland,0,37,13,3.3786,1.5316,0.1449,0.1809,3,1,4,2,3,6,6,3,6,14
141,9,Slovenia,Germany,0,39,20,5.0952,2.5235,0.2285,0.1755,3,0,5,0,5,6,6,5,10,12
142,9,Latvia,Belarus,0,39,23,4.9691,2.6592,0.1664,0.1922,3,2,6,2,8,4,4,8,16,8
143,9,Netherlands,United States,0,20,27,2.81,3.6183,0.2398,0.2306,1,4,2,7,5,6,6,5,10,12
144,9,Czech Republic,Spain,0,25,17,2.6013,2.2872,0.1624,0.1735,3,0,5,0,5,7,7,5,10,14
145,10,Russia,Hungary,0,31,23,4.3049,2.0327,0.1936,0.1305,4,2,5,4,6,7,7,6,15,14
146,10,Slovakia,Belgium,0,27,27,3.2089,2.2375,0.1783,0.1409,2,3,4,6,7,3,3,7,14,6
147,10,Canada,Norway,0,17,33,2.2067,4.1449,0.2211,0.1809,2,4,4,7,8,4,4,8,16,8
148,10,China,Ukraine,0,18,19,1.9145,1.5939,0.1616,0.1574,2,1,3,1,4,4,4,4,8,8
149,10,France,Italy,0,32,22,4.1287,2.4086,0.1901,0.1682,1,2,1,4,5,7,7,5,10,14
150,10,Austria,Denmark,0,24,22,3.6742,2.5189,0.235,0.1697,3,1,6,2,4,11,11,4,10,22
151,10,Latvia,Finland,1,35,35,3.7302,3.8035,0.1577,0.2443,2,1,3,0,8,4,4,8,16,8
152,10,Slovenia,Japan,0,28,23,3.489,3.2468,0.2255,0.235,2,6,2,7,4,10,10,4,8,20
153,10,Spain,Sweden,0,21,33,2.4273,4.0989,0.152,0.2156,3,8,3,11,8,3,3,8,19,6
154,10,Lithuania,Switzerland,0,21,21,2.6305,2.5964,0.1574,0.2058,4,3,8,4,6,5,5,6,12,10
155,10,Kazakhstan,Croatia,1,28,26,3.4817,3.5469,0.2124,0.2506,3,2,4,2,4,6,6,4,8,12
156,10,Germany,Great Britain,1,22,25,2.2953,3.5534,0.1789,0.1829,3,2,6,4,6,6,6,6,12,12
157,10,Estonia,Netherlands,0,26,32,2.8234,3.6703,0.1665,0.2429,3,2,6,4,7,2,2,7,14,4
158,10,Belarus,Czech Republic,0,15,25,2.192,2.9863,0.1733,0.2079,1,0,2,0,8,5,5,8,16,10
159,10,United States,Romania,1,23,25,2.4246,2.4057,0.1507,0.1487,3,2,3,2,5,5,5,5,10,10
160,10,Poland,South Korea,0,24,24,2.2389,2.1807,0.1445,0.1436,1,4,2,7,5,7,7,5,10,14
161,11,Japan,Russia,0,25,29,2.5854,3.1761,0.1458,0.1881,2,3,2,4,6,10,10,6,12,20
162,11,Belgium,Belarus,0,30,25,2.8777,3.2522,0.1655,0.2226,1,0,2,0,11,5,5,11,24,12
163,11,Finland,Poland,0,29,15,4.072,1.2811,0.2043,0.1492,2,3,4,6,8,7,7,8,20,14
164,11,United States,China,0,36,18,3.6972,2.0449,0.2407,0.1674,5,1,10,2,5,12,12,5,10,24
165,11,Romania,Norway,1,20,22,1.6217,2.4724,0.1358,0.1501,2,1,4,1,5,2,2,5,10,4
166,11,Canada,Slovakia,0,20,23,1.8737,2.0172,0.1345,0.1417,0,2,0,4,2,5,5,2,4,12
167,11,Ukraine,Spain,0,22,19,2.1766,1.9505,0.1435,0.1371,2,3,4,3,3,5,5,3,6,10
168,11,Croatia,Slovenia,0,18,30,3.1318,3.3055,0.2226,0.1513,3,5,5,9,4,3,3,4,8,6
169,11,France,Italy,0,24,26,3.0196,3.2384,0.1877,0.1811,3,2,6,2,5,3,3,5,10,6
170,11,Germany,Hungary,0,34,19,4.4772,1.9533,0.235,0.1428,8,2,11,4,1,7,7,1,2,14
171,11,Denmark,Czech Republic,0,29,24,3.6723,2.6611,0.1728,0.163,6,2,9,2,7,3,3,7,14,6
172,11,Switzerland,Great Britain,1,21,37,3.2423,3.7678,0.2502,0.1986,2,1,2,2,7,12,12,7,14,27
173,11,Estonia,Latvia,0,25,25,3.0611,2.55,0.2126,0.1461,5,1,6,2,7,7,7,7,14,14
174,11,Kazakhstan,South Korea,0,29,21,3.6717,1.8995,0.2269,0.1228,8,3,14,6,4,7,7,4,8,14
175,11,Austria,Netherlands,0,33,22,4.2296,2.8805,0.2406,0.2071,4,3,6,3,5,6,6,5,12,12
176,11,Sweden,Lithuania,0,34,29,3.4326,3.5478,0.1486,0.1724,1,3,1,6,5,6,6,5,10,12
177,12,Denmark,Russia,0,22,27,2.0496,4.1599,0.1586,0.2377,3,6,5,5,8,5,5,8,16,13
178,12,Slovakia,Czech Republic,0,34,22,6.0807,1.6932,0.2861,0.1912,4,1,7,0,5,9,9,5,10,18
179,12,Hungary,Ukraine,0,17,21,2.2116,1.9651,0.2287,0.1319,0,2,0,4,3,7,7,3,6,14
180,12,Norway,Belarus,0,33,19,4.6301,1.6086,0.2449,0.13,5,2,9,3,4,9,9,4,8,18
181,12,Romania,Finland,0,21,20,1.8759,2.1648,0.1433,0.2179,4,1,7,0,5,8,8,5,10,16
182,12,Japan,Slovenia,0,24,27,3.1236,2.4267,0.1831,0.1348,4,0,4,0,5,6,6,5,10,12
183,12,Canada,Netherlands,1,28,30,3.4213,4.3738,0.1352,0.2393,3,4,6,7,8,4,4,8,16,8
184,12,South Korea,Spain,0,32,31,3.3563,3.3068,0.1604,0.2236,4,5,7,8,8,4,4,8,16,8
185,12,United States,Sweden,0,35,31,4.9761,3.2837,0.2521,0.2233,6,5,8,9,6,13,13,6,15,26
186,12,Croatia,Austria,0,29,20,5.0514,1.9782,0.2407,0.1471,1,2,1,2,8,6,6,8,16,12
187,12,France,Kazakhstan,0,22,25,2.2591,2.752,0.1423,0.1516,0,3,0,5,4,4,4,4,8,8
188,12,Great Britain,Estonia,0,17,22,1.5196,2.0044,0.1543,0.1434,3,2,5,3,5,2,2,5,10,4
189,12,Germany,Poland,0,23,20,2.3619,2.1518,0.1528,0.1645,3,2,6,4,5,4,4,5,10,8
190,12,Switzerland,Latvia,0,20,32,2.6832,4.1978,0.258,0.225,1,4,1,5,7,10,10,7,14,23
191,12,Belgium,Lithuania,0,21,32,1.7794,3.9126,0.1536,0.2203,3,2,2,2,7,3,3,7,14,6
192,12,Italy,China,1,54,30,5.934,3.9679,0.2467,0.2291,4,3,5,2,8,8,8,8,16,16
193,13,Estonia,Slovakia,1,30,34,3.0046,4.1739,0.2105,0.2235,6,5,10,8,9,9,9,9,18,18
194,13,Denmark,Finland,1,25,34,2.9145,4.8284,0.1745,0.2332,2,3,3,6,14,6,6,14,28,12
195,13,Russia,Norway,0,31,25,5.016,2.2832,0.2675,0.1506,1,3,2,4,8,8,8,8,16,16
196,13,France,Belarus,0,32,23,4.0613,2.9467,0.2151,0.1557,4,5,2,7,7,8,8,7,14,16
197,13,Spain,Hungary,0,30,28,3.6106,3.1923,0.2364,0.2247,6,3,12,4,7,9,9,7,17,18
198,13,Japan,Great Britain,0,21,40,2.2314,4.5147,0.2189,0.2014,3,2,6,4,6,6,6,6,14,12
199,13,China,Romania,0,28,22,3.4779,1.5636,0.2164,0.1129,3,0,6,0,5,8,8,5,10,19
200,13,Lithuania,Canada,0,24,25,2.8584,2.4784,0.1627,0.134,3,0,5,0,3,4,4,3,6,8
201,13,South Korea,Italy,0,28,33,3.8359,3.3854,0.2377,0.1402,4,5,6,7,4,9,9,4,8,18
202,13,Slovenia,Latvia,0,30,20,3.5676,2.8023,0.2439,0.1709,6,5,11,9,4,9,9,4,8,18
203,13,Czech Republic,Belgium,1,25,25,2.9781,3.1851,0.2301,0.1878,3,2,6,3,8,9,9,8,16,18
204,13,Switzerland,Sweden,1,24,25,3.2384,2.2045,0.189,0.1243,3,2,4,4,5,5,5,5,10,10
205,13,Poland,Ukraine,0,28,24,2.9559,2.8769,0.143,0.2262,1,5,2,7,10,7,7,10,20,17
206,13,Germany,Austria,0,33,27,4.3146,3.5596,0.2399,0.2511,5,3,9,5,10,7,7,10,20,14
207,13,Croatia,Kazakhstan,0,34,21,4.2147,2.3866,0.177,0.1653,7,3,11,6,5,9,9,5,10,18
208,13,United States,Netherlands,0,25,15,2.7172,2.1888,0.1494,0.256,3,0,5,0,6,3,3,6,12,6
209,14,Sweden,Slovakia,0,31,31,2.476,4.0915,0.19,0.1892,3,1,6,2,7,7,7,7,14,17
210,14,Finland,Germany,0,28,21,3.6987,2.1028,0.2302,0.1642,6,1,8,2,5,6,6,5,10,12
211,14,Russia,Belarus,1,31,25,4.6978,2.263,0.2405,0.1403,2,1,4,2,8,7,7,8,16,14
212,14,Norway,Romania,1,14,28,1.6467,2.2406,0.156,0.1308,1,0,2,0,4,3,3,4,8,6
213,14,Belgium,Spain,0,27,17,2.6247,1.9954,0.1477,0.2136,4,2,7,4,9,4,4,9,18,8
214,14,Hungary,Estonia,0,24,34,2.3184,3.4752,0.1421,0.1552,3,6,6,9,4,4,4,4,8,8
215,14,Czech Republic,Canada,0,28,31,2.6678,5.3219,0.1431,0.2756,0,3,0,4,13,3,3,13,29,6
216,14,Japan,South Korea,1,28,27,2.572,2.5162,0.1239,0.1713,5,4,8,5,6,4,4,6,12,8
217,14,China,Ukraine,1,24,28,2.5709,2.0634,0.1581,0.1172,1,2,2,3,9,6,6,9,18,12
218,14,Great Britain,Austria,0,26,31,3.7705,3.7633,0.2152,0.2163,2,4,3,7,11,7,7,11,22,14
219,14,France,Slovenia,0,26,27,3.8936,3.1866,0.2123,0.1623,3,5,5,9,4,3,3,4,8,6
220,14,Netherlands,Denmark,0,39,26,6.1329,3.0491,0.254,0.2236,11,1,19,2,8,16,16,8,16,32
221,14,Poland,Lithuania,0,26,30,2.0718,4.6365,0.1243,0.2417,2,7,3,12,14,5,5,14,28,10
222,14,Italy,Switzerland,1,31,34,3.2198,4.7309,0.1535,0.1987,3,2,6,3,10,6,6,10,20,12
223,14,Croatia,Kazakhstan,0,35,15,5.1386,1.4724,0.2704,0.1238,5,0,8,0,1,8,8,1,2,16
224,14,Latvia,United States,1,26,18,3.3836,2.0284,0.1723,0.1644,3,2,4,4,8,6,6,8,16,15
225,15,Slovakia,Czech Republic,0,25,25,3.9329,2.1718,0.2526,0.1972,3,1,4,1,6,5,5,6,12,10
226,15,Croatia,Russia,0,26,23,3.0339,3.42,0.1734,0.2561,7,3,11,5,7,7,7,7,14,14
227,15,China,Spain,1,32,26,3.9116,2.5003,0.1638,0.1357,3,2,6,4,6,11,11,6,12,22
228,15,Romania,Ukraine,1,31,31,3.014,2.9974,0.2145,0.1838,4,3,7,4,7,10,10,7,14,20
229,15,Austria,Finland,0,31,23,3.7897,3.4617,0.2254,0.2421,4,6,8,12,7,9,9,7,14,18
230,15,Italy,Japan,0,24,29,2.2642,3.5184,0.1353,0.1901,4,2,7,4,6,5,5,6,12,10
231,15,Denmark,Belarus,0,28,17,3.2609,2.1083,0.2063,0.2181,2,3,1,4,5,7,7,5,10,14
232,15,Poland,Norway,0,14,27,1.086,3.2095,0.1393,0.1686,0,4,0,6,4,1,1,4,8,2
