game_id,week,home_team,away_team,home_score,away_score,went_ot,winner,loser
58,4,Latvia,Hungary,5,1,0,Latvia,Hungary
59,4,Spain,Canada,7,3,0,Spain,Canada
60,4,Slovakia,Japan,1,4,0,Japan,Slovakia
61,4,Belarus,Kazakhstan,3,4,1,Kazakhstan,Belarus
62,4,United States,Switzerland,2,1,0,United States,Switzerland
63,4,Poland,Netherlands,5,6,1,Netherlands,Poland
64,4,Belgium,Romania,4,5,1,Romania,Belgium
65,5,Sweden,Russia,2,1,0,Sweden,Russia
66,5,Norway,Denmark,6,2,0,Norway,Denmark
67,5,Slovenia,Croatia,8,4,0,Slovenia,Croatia
68,5,Austria,South Korea,3,2,0,Austria,South Korea
69,5,Latvia,Italy,1,3,0,Italy,Latvia
70,5,Estonia,China,2,5,0,China,Estonia
71,5,Belgium,Great Britain,4,2,0,Belgium,Great Britain
72,5,Germany,Czech Republic,3,1,0,Germany,Czech Republic
73,5,Finland,United States,3,4,1,United States,Finland
74,5,Spain,France,7,6,1,Spain,France
75,5,Japan,Lithuania,3,4,1,Lithuania,Japan
76,5,Ukraine,Belarus,3,1,0,Ukraine,Belarus
77,5,Netherlands,Canada,2,6,0,Canada,Netherlands
78,5,Poland,Switzerland,1,3,0,Switzerland,Poland
79,5,Romania,Slovakia,0,1,0,Slovakia,Romania
80,5,Hungary,Kazakhstan,4,5,1,Kazakhstan,Hungary
81,6,Lithuania,Russia,0,1,0,Russia,Lithuania
82,6,Denmark,Belgium,2,1,0,Denmark,Belgium
83,6,France,Sweden,1,4,0,Sweden,France
84,6,Belarus,Norway,0,4,0,Norway,Belarus
85,6,China,Hungary,5,4,0,China,Hungary
86,6,Austria,Switzerland,6,4,0,Austria,Switzerland
87,6,Czech Republic,Slovakia,5,2,0,Czech Republic,Slovakia
88,6,Germany,South Korea,6,2,0,Germany,South Korea
89,6,Slovenia,Spain,2,4,0,Spain,Slovenia
90,6,Italy,Romania,2,3,1,Romania,Italy
91,6,Kazakhstan,Japan,4,2,0,Kazakhstan,Japan
92,6,Great Britain,United States,6,0,0,Great Britain,United States
93,6,Poland,Croatia,5,3,0,Poland,Croatia
94,6,Finland,Canada,2,3,0,Canada,Finland
95,6,Estonia,Latvia,4,3,1,Estonia,Latvia
96,6,Netherlands,Ukraine,2,5,0,Ukraine,Netherlands
97,7,Russia,Austria,4,1,0,Russia,Austria
98,7,Denmark,Great Britain,5,2,0,Denmark,Great Britain
99,7,Belgium,China,5,1,0,Belgium,China
100,7,Slovakia,Sweden,1,0,0,Slovakia,Sweden
101,7,Norway,France,5,3,0,Norway,France
102,7,Spain,Finland,5,0,0,Spain,Finland
103,7,Japan,Canada,4,8,0,Canada,Japan
104,7,Lithuania,Ukraine,5,3,0,Lithuania,Ukraine
105,7,Croatia,South Korea,6,1,0,Croatia,South Korea
106,7,Kazakhstan,Italy,2,7,0,Italy,Kazakhstan
107,7,Estonia,Slovenia,3,4,0,Slovenia,Estonia
108,7,Switzerland,Germany,4,3,1,Switzerland,Germany
109,7,United States,Poland,8,2,0,United States,Poland
110,7,Hungary,Latvia,6,4,0,Hungary,Latvia
111,7,Belarus,Romania,1,3,0,Romania,Belarus
112,7,Netherlands,Czech Republic,5,4,1,Netherlands,Czech Republic
113,8,Russia,Canada,7,4,0,Russia,Canada
114,8,Sweden,Denmark,2,4,0,Denmark,Sweden
115,8,Kazakhstan,China,2,1,0,Kazakhstan,China
116,8,Belgium,Estonia,1,2,1,Estonia,Belgium
117,8,Finland,France,8,0,0,Finland,France
118,8,South Korea,Spain,0,1,1,Spain,South Korea
119,8,Slovakia,Slovenia,2,3,1,Slovenia,Slovakia
120,8,Austria,Norway,5,6,0,Norway,Austria
121,8,Ukraine,Italy,3,4,0,Italy,Ukraine
122,8,Hungary,Japan,4,1,0,Hungary,Japan
123,8,Belarus,Germany,0,3,0,Germany,Belarus
124,8,Switzerland,Lithuania,3,4,0,Lithuania,Switzerland
125,8,Netherlands,Great Britain,4,3,0,Netherlands,Great Britain
126,8,United States,Latvia,3,2,0,United States,Latvia
127,8,Croatia,Romania,4,3,0,Croatia,Romania
128,8,Poland,Czech Republic,2,4,0,Czech Republic,Poland
129,9,Norway,Russia,2,6,0,Russia,Norway
130,9,Denmark,Ukraine,5,2,0,Denmark,Ukraine
131,9,Estonia,Belgium,4,2,0,Estonia,Belgium
132,9,France,Japan,6,5,0,France,Japan
133,9,Hungary,China,2,6,0,China,Hungary
134,9,Austria,Switzerland,1,2,0,Switzerland,Austria
135,9,Sweden,Finland,3,2,0,Sweden,Finland
136,9,Slovakia,Croatia,4,3,1,Slovakia,Croatia
137,9,Lithuania,Poland,4,1,0,Lithuania,Poland
138,9,Kazakhstan,South Korea,3,4,1,South Korea,Kazakhstan
139,9,Canada,Great Britain,2,5,0,Great Britain,Canada
140,9,Slovenia,Germany,2,4,0,Germany,Slovenia
141,9,Latvia,Belarus,6,0,0,Latvia,Belarus
142,9,Czech Republic,Romania,0,4,0,Romania,Czech Republic
143,9,Spain,Italy,5,4,1,Spain,Italy
144,9,Netherlands,United States,3,8,0,United States,Netherlands
145,10,Russia,Hungary,5,3,0,Russia,Hungary
146,10,Slovakia,Belgium,3,2,1,Slovakia,Belgium
147,10,Canada,Norway,5,2,0,Canada,Norway
148,10,China,Ukraine,5,1,0,China,Ukraine
149,10,France,Italy,4,3,0,France,Italy
150,10,Austria,Denmark,6,5,1,Austria,Denmark
151,10,Latvia,Finland,3,4,1,Finland,Latvia
152,10,Slovenia,Japan,6,4,0,Slovenia,Japan
153,10,Spain,Sweden,2,0,0,Spain,Sweden
154,10,Romania,Switzerland,5,4,1,Romania,Switzerland
155,10,Kazakhstan,Croatia,1,2,0,Croatia,Kazakhstan
156,10,Germany,Great Britain,3,4,0,Great Britain,Germany
157,10,Estonia,Netherlands,3,2,1,Estonia,Netherlands
158,10,Lithuania,Czech Republic,3,1,0,Lithuania,Czech Republic
159,10,Belarus,United States,1,6,0,United States,Belarus
160,10,Poland,South Korea,4,5,0,South Korea,Poland
161,11,Japan,Russia,1,2,0,Russia,Japan
162,11,Belgium,Belarus,1,2,0,Belarus,Belgium
163,11,Finland,Poland,2,3,1,Poland,Finland
164,11,United States,China,2,1,0,United States,China
165,11,Romania,Norway,4,3,1,Romania,Norway
166,11,Canada,Slovakia,6,0,0,Canada,Slovakia
167,11,Ukraine,Spain,2,3,1,Spain,Ukraine
168,11,Croatia,Slovenia,5,6,1,Slovenia,Croatia
169,11,France,Italy,6,1,0,France,Italy
170,11,Lithuania,Switzerland,4,0,0,Lithuania,Switzerland
171,11,Germany,Hungary,3,4,1,Hungary,Germany
172,11,Denmark,Czech Republic,4,3,1,Denmark,Czech Republic
173,11,Great Britain,Austria,7,2,0,Great Britain,Austria
174,11,Estonia,Latvia,6,2,0,Estonia,Latvia
175,11,Kazakhstan,South Korea,3,1,0,Kazakhstan,South Korea
176,11,Netherlands,Sweden,3,2,0,Netherlands,Sweden
177,12,Denmark,Russia,2,3,0,Russia,Denmark
178,12,Slovakia,Czech Republic,3,4,1,Czech Republic,Slovakia
179,12,Hungary,Ukraine,5,6,0,Ukraine,Hungary
180,12,Norway,Belarus,5,0,0,Norway,Belarus
181,12,Romania,Finland,3,5,0,Finland,Romania
182,12,Japan,Slovenia,5,6,1,Slovenia,Japan
183,12,Canada,Netherlands,5,4,0,Canada,Netherlands
184,12,South Korea,Spain,5,2,0,South Korea,Spain
185,12,United States,Sweden,5,2,0,United States,Sweden
186,12,Croatia,Austria,3,4,1,Austria,Croatia
187,12,France,Kazakhstan,3,4,0,Kazakhstan,France
188,12,Switzerland,Great Britain,3,1,0,Switzerland,Great Britain
189,12,Lithuania,Estonia,1,2,0,Estonia,Lithuania
190,12,Germany,Poland,2,3,0,Poland,Germany
191,12,Belgium,China,0,3,0,China,Belgium
192,12,Italy,Latvia,5,2,0,Italy,Latvia
193,13,Estonia,Slovakia,3,2,0,Estonia,Slovakia
194,13,Denmark,Finland,4,3,1,Denmark,Finland
195,13,Russia,Norway,0,2,0,Norway,Russia
196,13,France,Belarus,1,2,0,Belarus,France
197,13,Spain,Hungary,5,6,0,Hungary,Spain
198,13,Japan,Great Britain,2,4,0,Great Britain,Japan
199,13,China,Romania,0,2,0,Romania,China
200,13,Lithuania,Canada,2,0,0,Lithuania,Canada
201,13,South Korea,Italy,2,3,1,Italy,South Korea
202,13,Slovenia,Latvia,2,4,0,Latvia,Slovenia
203,13,Czech Republic,Belgium,3,2,0,Czech Republic,Belgium
204,13,Switzerland,Sweden,6,1,0,Switzerland,Sweden
205,13,Poland,Ukraine,2,1,0,Poland,Ukraine
206,13,Germany,Austria,6,2,0,Germany,Austria
207,13,Croatia,Kazakhstan,4,1,0,Croatia,Kazakhstan
208,13,United States,Netherlands,4,3,1,United States,Netherlands
209,14,Sweden,Slovakia,4,5,0,Slovakia,Sweden
210,14,Finland,Germany,3,4,0,Germany,Finland
211,14,Russia,Belarus,4,1,0,Russia,Belarus
212,14,Norway,Romania,2,1,0,Norway,Romania
213,14,Belgium,Spain,3,1,0,Belgium,Spain
214,14,Hungary,Estonia,3,4,0,Estonia,Hungary
215,14,Czech Republic,Canada,3,2,0,Czech Republic,Canada
216,14,Japan,South Korea,2,5,0,South Korea,Japan
217,14,China,Ukraine,1,2,1,Ukraine,China
218,14,France,Slovenia,6,7,1,Slovenia,France
219,14,Italy,Austria,3,4,1,Austria,Italy
220,14,Netherlands,Denmark,4,2,0,Netherlands,Denmark
221,14,Poland,Lithuania,3,4,1,Lithuania,Poland
222,14,Switzerland,Latvia,1,4,0,Latvia,Switzerland
223,14,United States,Great Britain,5,2,0,United States,Great Britain
224,14,Croatia,Kazakhstan,5,1,0,Croatia,Kazakhstan
225,15,Slovakia,Czech Republic,3,2,0,Slovakia,Czech Republic
226,15,Croatia,Russia,3,5,0,Russia,Croatia
227,15,China,Spain,5,1,0,China,Spain
228,15,Romania,Ukraine,4,1,0,Romania,Ukraine
229,15,Austria,Finland,3,2,0,Austria,Finland
230,15,Italy,Japan,2,1,0,Italy,Japan
231,15,Great Britain,Estonia,3,4,0,Estonia,Great Britain
232,15,Denmark,Belarus,2,3,1,Belarus,Denmark
233,15,Poland,Norway,0,1,0,Norway,Poland
234,15,Lithuania,Slovenia,2,3,0,Slovenia,Lithuania
235,15,Belgium,Hungary,4,5,1,Hungary,Belgium
236,15,France,Canada,2,4,0,Canada,France
237,15,South Korea,Netherlands,4,5,1,Netherlands,South Korea
238,15,Germany,Sweden,4,1,0,Germany,Sweden
239,15,Kazakhstan,Latvia,0,4,0,Latvia,Kazakhstan
240,15,Switzerland,United States,0,3,0,United States,Switzerland
241,16,China,Slovakia,5,1,0,China,Slovakia
242,16,Finland,Norway,1,6,0,Norway,Finland
243,16,Czech Republic,Great Britain,4,3,1,Czech Republic,Great Britain
244,16,Ukraine,Romania,2,1,1,Ukraine,Romania
245,16,Hungary,Croatia,3,2,0,Hungary,Croatia
246,16,Russia,Switzerland,3,4,0,Switzerland,Russia
247,16,Spain,Belgium,3,4,0,Belgium,Spain
248,16,Latvia,Poland,4,5,1,Poland,Latvia
249,16,Lithuania,Denmark,9,2,0,Lithuania,Denmark
250,16,Belarus,France,3,2,0,Belarus,France
251,16,Estonia,Japan,1,2,1,Japan,Estonia
252,16,Italy,Sweden,4,1,0,Italy,Sweden
253,16,Slovenia,South Korea,2,3,0,South Korea,Slovenia
254,16,Canada,Austria,1,4,0,Austria,Canada
255,16,Kazakhstan,Germany,6,0,0,Kazakhstan,Germany
256,17,Canada,China,4,1,0,Canada,China
257,17,Slovakia,Russia,4,3,0,Slovakia,Russia
258,17,Norway,Czech Republic,4,3,0,Norway,Czech Republic
259,17,Croatia,Belarus,2,3,0,Belarus,Croatia
260,17,Ukraine,Lithuania,2,3,0,Lithuania,Ukraine
261,17,Hungary,Poland,2,1,1,Hungary,Poland
262,17,Finland,Slovenia,3,2,0,Finland,Slovenia
263,17,Switzerland,Denmark,3,7,0,Denmark,Switzerland
264,17,Japan,Romania,3,1,0,Japan,Romania
265,17,Belgium,Germany,2,1,0,Belgium,Germany
266,17,Sweden,Great Britain,1,7,0,Great Britain,Sweden
267,17,Austria,Spain,2,4,0,Spain,Austria
268,17,United States,France,4,3,0,United States,France
269,17,Latvia,Estonia,2,1,1,Latvia,Estonia
270,17,Italy,Kazakhstan,2,3,0,Kazakhstan,Italy
271,17,Netherlands,South Korea,2,4,0,South Korea,Netherlands
272,18,Germany,Slovakia,2,3,0,Slovakia,Germany
273,18,Belarus,China,4,5,1,China,Belarus
274,18,Norway,Switzerland,3,2,1,Norway,Switzerland
275,18,Russia,Sweden,5,4,1,Russia,Sweden
276,18,Croatia,Hungary,3,5,0,Hungary,Croatia
277,18,Finland,Estonia,3,0,0,Finland,Estonia
278,18,Ukraine,Great Britain,4,3,1,Ukraine,Great Britain
279,18,Romania,Denmark,4,0,0,Romania,Denmark
280,18,Belgium,Japan,2,1,0,Belgium,Japan
281,18,Italy,Poland,7,6,1,Italy,Poland
282,18,Lithuania,Latvia,5,3,0,Lithuania,Latvia
283,18,United States,Canada,2,5,0,Canada,United States
284,18,South Korea,Austria,3,4,0,Austria,South Korea
285,18,France,Netherlands,6,3,0,France,Netherlands
286,18,Slovenia,Czech Republic,8,7,0,Slovenia,Czech Republic
287,18,Spain,Kazakhstan,2,6,0,Kazakhstan,Spain
288,19,Switzerland,Slovakia,1,3,0,Slovakia,Switzerland
289,19,Netherlands,China,2,3,1,China,Netherlands
290,19,Norway,Kazakhstan,2,5,0,Kazakhstan,Norway
291,19,Belarus,Czech Republic,9,2,0,Belarus,Czech Republic
292,19,Ukraine,Japan,5,3,0,Ukraine,Japan
293,19,Hungary,Germany,5,4,0,Hungary,Germany
294,19,Spain,Russia,2,6,0,Russia,Spain
295,19,France,Romania,3,4,1,Romania,France
296,19,Great Britain,Italy,4,2,0,Great Britain,Italy
297,19,Estonia,Denmark,1,4,0,Denmark,Estonia
298,19,Canada,Finland,2,3,1,Finland,Canada
299,19,Sweden,Belgium,3,1,0,Sweden,Belgium
300,19,Poland,Slovenia,7,4,0,Poland,Slovenia
301,19,Austria,United States,4,2,0,Austria,United States
302,19,South Korea,Croatia,7,3,0,South Korea,Croatia
303,19,Latvia,Lithuania,1,2,0,Lithuania,Latvia
304,20,France,Slovakia,2,3,0,Slovakia,France
305,20,China,Czech Republic,1,2,0,Czech Republic,China
306,20,Canada,Ukraine,1,0,0,Canada,Ukraine
307,20,Denmark,Switzerland,2,0,0,Denmark,Switzerland
308,20,Kazakhstan,Finland,0,4,0,Finland,Kazakhstan
309,20,Great Britain,Norway,1,0,1,Great Britain,Norway
310,20,Russia,Latvia,2,1,0,Russia,Latvia
311,20,Lithuania,Belarus,4,3,1,Lithuania,Belarus
312,20,Estonia,Romania,2,1,0,Estonia,Romania
313,20,Hungary,Spain,4,5,0,Spain,Hungary
314,20,Netherlands,Belgium,2,3,1,Belgium,Netherlands
315,20,Italy,Sweden,1,3,0,Sweden,Italy
316,20,South Korea,Germany,6,1,0,South Korea,Germany
317,20,Japan,Poland,3,2,0,Japan,Poland
318,20,United States,Slovenia,4,1,0,United States,Slovenia
319,20,Austria,Croatia,2,6,0,Croatia,Austria
320,21,France,Slovakia,3,4,0,Slovakia,France
321,21,Czech Republic,Denmark,6,7,1,Denmark,Czech Republic
322,21,Norway,Lithuania,0,5,0,Lithuania,Norway
323,21,Finland,Austria,8,3,0,Finland,Austria
324,21,China,Belarus,5,0,0,China,Belarus
325,21,Croatia,Ukraine,3,1,0,Croatia,Ukraine
326,21,Italy,Great Britain,2,3,0,Great Britain,Italy
327,21,Hungary,United States,4,3,0,Hungary,United States
328,21,Canada,Germany,9,2,0,Canada,Germany
329,21,Romania,Netherlands,3,4,0,Netherlands,Romania
330,21,Estonia,Poland,3,2,1,Estonia,Poland
331,21,Kazakhstan,Japan,1,2,1,Japan,Kazakhstan
332,21,Russia,Belgium,3,2,1,Russia,Belgium
333,21,Latvia,Slovenia,3,4,0,Slovenia,Latvia
334,21,Sweden,South Korea,4,0,0,Sweden,South Korea
335,21,Spain,Switzerland,5,2,0,Spain,Switzerland
336,22,France,China,4,2,0,France,China
337,22,Denmark,Norway,0,6,0,Norway,Denmark
338,22,Czech Republic,Germany,2,10,0,Germany,Czech Republic
339,22,Slovakia,Sweden,3,2,0,Slovakia,Sweden
340,22,South Korea,Belarus,3,2,0,South Korea,Belarus
341,22,Belgium,Lithuania,2,0,0,Belgium,Lithuania
342,22,Finland,Croatia,4,6,0,Croatia,Finland
343,22,Slovenia,Ukraine,7,4,0,Slovenia,Ukraine
344,22,Italy,Switzerland,2,1,1,Italy,Switzerland
345,22,Great Britain,Canada,2,3,1,Canada,Great Britain
346,22,Romania,Russia,3,5,0,Russia,Romania
347,22,Japan,Netherlands,2,3,0,Netherlands,Japan
348,22,Spain,Poland,7,1,0,Spain,Poland
349,22,United States,Estonia,3,4,0,Estonia,United States
350,22,Austria,Hungary,2,1,0,Austria,Hungary
351,22,Kazakhstan,Latvia,3,2,1,Kazakhstan,Latvia
352,23,Romania,France,2,3,0,France,Romania
353,23,Norway,Finland,3,7,0,Finland,Norway
354,23,China,Austria,2,1,0,China,Austria
355,23,Denmark,Slovenia,3,4,0,Slovenia,Denmark
356,23,Czech Republic,Switzerland,0,3,0,Switzerland,Czech Republic
357,23,Slovakia,United States,2,1,0,Slovakia,United States
358,23,South Korea,Ukraine,2,1,0,South Korea,Ukraine
359,23,Belarus,Estonia,2,1,1,Belarus,Estonia
360,23,Great Britain,Germany,5,4,1,Great Britain,Germany
361,23,Lithuania,Japan,3,2,0,Lithuania,Japan
362,23,Belgium,Kazakhstan,4,0,0,Belgium,Kazakhstan
363,23,Canada,Poland,2,1,0,Canada,Poland
364,23,Croatia,Netherlands,5,4,1,Croatia,Netherlands
365,23,Sweden,Hungary,3,4,1,Hungary,Sweden
366,23,Latvia,Spain,4,3,0,Latvia,Spain
367,23,Italy,Russia,2,4,0,Russia,Italy
368,24,France,Russia,0,8,0,Russia,France
369,24,China,Switzerland,2,1,0,China,Switzerland
370,24,Belarus,Czech Republic,3,2,0,Belarus,Czech Republic
371,24,Denmark,Canada,0,6,0,Canada,Denmark
372,24,Finland,United States,3,2,0,Finland,United States
373,24,Slovakia,Norway,3,4,1,Norway,Slovakia
374,24,Hungary,Slovenia,5,2,0,Hungary,Slovenia
375,24,Estonia,Sweden,4,1,0,Estonia,Sweden
376,24,Romania,Great Britain,4,3,0,Romania,Great Britain
377,24,Kazakhstan,Lithuania,2,7,0,Lithuania,Kazakhstan
378,24,Germany,Croatia,2,4,0,Croatia,Germany
379,24,Austria,Netherlands,2,5,0,Netherlands,Austria
380,24,Belgium,Ukraine,4,1,0,Belgium,Ukraine
381,24,Poland,Spain,3,2,0,Poland,Spain
382,24,Japan,Italy,3,2,1,Japan,Italy
383,24,South Korea,Latvia,1,6,0,Latvia,South Korea
384,25,China,Netherlands,2,3,0,Netherlands,China
385,25,Great Britain,Denmark,4,0,0,Great Britain,Denmark
386,25,Slovenia,Slovakia,3,2,1,Slovenia,Slovakia
387,25,Russia,Czech Republic,4,9,0,Czech Republic,Russia
388,25,Spain,Norway,1,4,0,Norway,Spain
389,25,Poland,France,4,3,0,Poland,France
390,25,Switzerland,Austria,3,4,0,Austria,Switzerland
391,25,Sweden,United States,2,6,0,United States,Sweden
392,25,Hungary,Belarus,2,1,0,Hungary,Belarus
393,25,Ukraine,Canada,4,5,1,Canada,Ukraine
394,25,Lithuania,Italy,4,3,0,Lithuania,Italy
395,25,Estonia,Finland,3,2,1,Estonia,Finland
396,25,Kazakhstan,Romania,3,2,0,Kazakhstan,Romania
397,25,Belgium,South Korea,4,6,0,South Korea,Belgium
398,25,Japan,Germany,1,5,0,Germany,Japan
399,25,Latvia,Croatia,2,4,0,Croatia,Latvia
400,26,Switzerland,China,2,4,0,China,Switzerland
401,26,Great Britain,France,5,0,0,Great Britain,France
402,26,Slovakia,Ukraine,4,5,1,Ukraine,Slovakia
403,26,Denmark,United States,4,2,0,Denmark,United States
404,26,Slovenia,Romania,4,1,0,Slovenia,Romania
405,26,Hungary,Czech Republic,4,3,0,Hungary,Czech Republic
406,26,Belarus,Norway,0,5,0,Norway,Belarus
407,26,Austria,Russia,3,4,1,Russia,Austria
408,26,Finland,Netherlands,1,4,0,Netherlands,Finland
409,26,Kazakhstan,Sweden,2,0,0,Kazakhstan,Sweden
410,26,Belgium,Poland,5,1,0,Belgium,Poland
411,26,Estonia,South Korea,2,1,0,Estonia,South Korea
412,26,Germany,Italy,2,3,0,Italy,Germany
413,26,Canada,Latvia,5,3,0,Canada,Latvia
414,26,Japan,Lithuania,4,2,0,Japan,Lithuania
415,26,Croatia,Spain,3,5,0,Spain,Croatia
416,27,China,Kazakhstan,4,3,0,China,Kazakhstan
417,27,Czech Republic,Great Britain,4,10,0,Great Britain,Czech Republic
418,27,Norway,Switzerland,4,3,1,Norway,Switzerland
419,27,Lithuania,Slovakia,4,3,0,Lithuania,Slovakia
420,27,Denmark,Italy,4,1,0,Denmark,Italy
421,27,Germany,France,4,2,0,Germany,France
422,27,Romania,Slovenia,3,4,0,Slovenia,Romania
423,27,Austria,Belgium,4,6,0,Belgium,Austria
424,27,Finland,Latvia,1,3,0,Latvia,Finland
425,27,Sweden,Japan,4,3,0,Sweden,Japan
426,27,Estonia,Ukraine,2,3,1,Ukraine,Estonia
427,27,Hungary,Netherlands,4,5,0,Netherlands,Hungary
428,27,Belarus,Croatia,3,2,1,Belarus,Croatia
429,27,United States,Russia,4,5,0,Russia,United States
430,27,South Korea,Poland,2,8,0,Poland,South Korea
431,27,Canada,Spain,3,2,0,Canada,Spain
432,28,China,South Korea,4,2,0,China,South Korea
433,28,Switzerland,Czech Republic,3,2,0,Switzerland,Czech Republic
434,28,Norway,Denmark,6,3,0,Norway,Denmark
435,28,Slovakia,Latvia,2,3,1,Latvia,Slovakia
436,28,Slovenia,Great Britain,2,8,0,Great Britain,Slovenia
437,28,United States,France,4,2,0,United States,France
438,28,Hungary,Belgium,2,5,0,Belgium,Hungary
439,28,Poland,Finland,5,4,0,Poland,Finland
440,28,Kazakhstan,Ukraine,2,4,0,Ukraine,Kazakhstan
441,28,Austria,Germany,2,1,0,Austria,Germany
442,28,Russia,Romania,3,2,0,Russia,Romania
443,28,Belarus,Japan,4,2,0,Belarus,Japan
444,28,Italy,Estonia,1,2,0,Estonia,Italy
445,28,Lithuania,Netherlands,6,3,0,Lithuania,Netherlands
446,28,Sweden,Canada,2,3,1,Canada,Sweden
447,28,Spain,Croatia,3,4,0,Croatia,Spain
448,29,China,Latvia,1,5,0,Latvia,China
449,29,Norway,Sweden,5,8,0,Sweden,Norway
450,29,Czech Republic,Slovakia,2,7,0,Slovakia,Czech Republic
451,29,Hungary,Switzerland,4,3,0,Hungary,Switzerland
452,29,Austria,Denmark,0,1,0,Denmark,Austria
453,29,Poland,Great Britain,2,4,0,Great Britain,Poland
454,29,United States,Romania,3,4,1,Romania,United States
455,29,Slovenia,Netherlands,5,4,1,Slovenia,Netherlands
456,29,Canada,France,4,3,1,Canada,France
457,29,Russia,Finland,4,0,0,Russia,Finland
458,29,Ukraine,Japan,0,1,0,Japan,Ukraine
459,29,Kazakhstan,Belgium,2,1,1,Kazakhstan,Belgium
460,29,Belarus,Italy,6,4,0,Belarus,Italy
461,29,Estonia,Spain,3,4,0,Spain,Estonia
462,29,South Korea,Lithuania,1,2,1,Lithuania,South Korea
463,29,Croatia,Germany,7,5,0,Croatia,Germany
464,30,Japan,China,0,1,0,China,Japan
465,30,Norway,Austria,4,3,0,Norway,Austria
466,30,Slovakia,Lithuania,3,2,0,Slovakia,Lithuania
467,30,Denmark,Estonia,3,5,0,Estonia,Denmark
468,30,Switzerland,Hungary,3,4,1,Hungary,Switzerland
469,30,Italy,Czech Republic,3,2,0,Italy,Czech Republic
470,30,Great Britain,Slovenia,3,5,0,Slovenia,Great Britain
471,30,Germany,United States,3,4,1,United States,Germany
472,30,Ukraine,France,5,0,0,Ukraine,France
473,30,Belgium,Canada,3,6,0,Canada,Belgium
474,30,Kazakhstan,Romania,1,2,1,Romania,Kazakhstan
475,30,Finland,Sweden,9,0,0,Finland,Sweden
476,30,Russia,Belarus,1,0,0,Russia,Belarus
477,30,Latvia,Poland,6,3,0,Latvia,Poland
478,30,Netherlands,Spain,4,1,0,Netherlands,Spain
