game_id,week,home_team,away_team,home_line_type,home_pairing_type,away_line_type,away_pairing_type,went_ot,toi,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
3,1,West Susanchester,Lake David,secondary,top,secondary,top,0,118.08,3,0,0.2015,0.0,0.0856,0.0,0,0,0,0,0,0,0,0
3,1,West Susanchester,Lake David,top,top,secondary,top,0,50.04,1,1,0.1036,0.0973,0.1036,0.0973,0,0,0,0,0,0,0,0
3,1,West Susanchester,Lake David,secondary,top,top,top,0,27.33,0,1,0.0,0.118,0.0,0.118,0,0,0,0,0,0,0,0
3,1,West Susanchester,Lake David,top,secondary,top,top,0,35.22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
3,1,West Susanchester,Lake David,top,secondary,top,secondary,0,2.72,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,top,top,top,top,0,37.19,1,0,0.1307,0.0,0.1307,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,top,top,secondary,top,0,69.91,2,0,0.238,0.0,0.119,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,top,top,secondary,secondary,0,42.99,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,top,secondary,secondary,secondary,0,384.08,6,2,0.6901,0.2307,0.1309,0.1371,1,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,secondary,secondary,secondary,0,739.16,4,1,0.4927,0.1056,0.1808,0.1056,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,top,secondary,secondary,0,209.36,3,2,0.4515,0.1688,0.1505,0.1071,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,top,secondary,top,0,365.63,1,2,0.1178,0.1641,0.1178,0.0871,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,top,top,top,0,56.65,0,1,0.0,0.0827,0.0,0.0827,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,secondary,top,top,0,95.48,1,0,0.0997,0.0,0.0997,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,secondary,top,secondary,0,327.21,1,1,0.1157,0.0776,0.1157,0.0776,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,PP,PP,PK,PK,0,394.66,6,1,1.0626,0.0687,0.1922,0.0687,1,0,2,5,5,2,4,10
4,1,West Zachary,Jordanland,secondary,secondary,secondary,top,0,152.85,1,0,0.0741,0.0,0.0741,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,PK,PK,PP,PP,0,360.0,1,5,0.1315,0.647,0.1315,0.1397,0,2,3,1,1,3,6,2
4,1,West Zachary,Jordanland,top,secondary,secondary,top,0,118.85,2,2,0.2591,0.2269,0.1332,0.121,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,secondary,top,top,secondary,0,157.17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4,1,West Zachary,Jordanland,top,secondary,top,secondary,0,88.82,1,1,0.1898,0.1427,0.1898,0.1427,1,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,top,top,top,0,106.35,0,3,0.0,0.2137,0.0,0.1165,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,PP,PP,PK,PK,0,360.0,2,2,0.2756,0.144,0.1387,0.077,0,0,1,3,3,1,2,6
5,1,Port David,West Kimfurt,secondary,secondary,secondary,secondary,0,655.13,7,7,0.7321,0.5944,0.1242,0.0958,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,top,top,top,0,49.73,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,top,secondary,top,0,196.74,1,0,0.0988,0.0,0.0988,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,secondary,secondary,top,0,384.84,2,0,0.1795,0.0,0.0898,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,top,secondary,secondary,0,328.85,2,1,0.2076,0.0725,0.1068,0.0725,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,top,secondary,secondary,0,92.36,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,secondary,secondary,secondary,0,118.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,secondary,top,secondary,0,104.25,0,1,0.0,0.0661,0.0,0.0661,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,secondary,top,top,0,76.52,1,1,0.0634,0.048,0.0634,0.048,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,secondary,secondary,top,0,72.45,1,0,0.1005,0.0,0.1005,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,secondary,top,top,0,56.89,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,secondary,top,secondary,0,135.72,1,1,0.0987,0.0878,0.0987,0.0878,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,PK,PK,PP,PP,0,720.0,6,16,0.7193,2.6465,0.1773,0.2431,0,1,7,0,0,7,14,0
5,1,Port David,West Kimfurt,top,top,secondary,top,0,45.22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,secondary,top,top,secondary,0,70.83,0,1,0.0,0.0735,0.0,0.0735,0,0,0,0,0,0,0,0
5,1,Port David,West Kimfurt,top,top,top,secondary,0,25.74,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,top,top,top,0,11.13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,PP,PP,PK,PK,0,514.68,6,5,0.9199,0.448,0.1675,0.1222,2,0,2,7,7,2,4,14
6,1,North Connorchester,North Chelseamouth,secondary,secondary,secondary,secondary,0,582.9,4,4,0.455,0.5011,0.1237,0.1632,1,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,top,secondary,secondary,0,212.97,0,1,0.0,0.0724,0.0,0.0724,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,top,secondary,top,0,306.95,3,3,0.3085,0.3097,0.1102,0.1098,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,top,secondary,top,0,68.18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,secondary,top,top,0,4.55,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,secondary,top,secondary,0,163.48,1,0,0.1036,0.0,0.1036,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,secondary,top,secondary,0,193.42,1,1,0.1107,0.1122,0.1107,0.1122,1,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,PK,PK,PP,PP,0,664.01,6,6,0.7829,0.9376,0.1633,0.1688,0,0,6,2,2,6,14,4
6,1,North Connorchester,North Chelseamouth,top,secondary,secondary,top,0,51.59,0,1,0.0,0.1081,0.0,0.1081,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,secondary,secondary,secondary,0,181.34,3,1,0.3685,0.088,0.1228,0.088,1,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,secondary,secondary,top,0,268.44,2,3,0.2964,0.2903,0.1597,0.1174,1,1,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,top,secondary,secondary,0,109.99,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,top,top,secondary,0,119.71,1,0,0.1202,0.0,0.1202,0.0,1,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,top,top,top,0,18.86,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,secondary,secondary,top,top,0,110.27,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,1,North Connorchester,North Chelseamouth,top,top,top,secondary,0,17.54,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,top,top,top,1,166.74,1,0,0.0714,0.0,0.0714,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,PK,PK,PP,PP,1,600.0,3,7,0.269,1.0742,0.0985,0.182,0,1,5,1,1,5,10,2
7,1,West Erin,Jamesmouth,secondary,secondary,secondary,secondary,1,1004.01,6,3,0.6036,0.3687,0.1134,0.1375,1,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,top,secondary,top,1,162.76,1,2,0.1079,0.2169,0.1079,0.1414,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,PP,PP,PK,PK,1,366.28,8,2,1.2714,0.2093,0.2149,0.1089,1,1,1,5,5,1,2,10
7,1,West Erin,Jamesmouth,secondary,secondary,top,secondary,1,271.38,2,2,0.1346,0.2169,0.0686,0.11,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,secondary,secondary,secondary,top,1,178.68,1,1,0.1006,0.1295,0.1006,0.1295,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,secondary,top,secondary,top,1,491.51,5,4,0.4453,0.3968,0.1008,0.1073,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,top,secondary,secondary,1,44.52,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,secondary,secondary,secondary,1,258.52,3,1,0.3065,0.082,0.1138,0.082,0,1,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,secondary,secondary,top,top,1,11.16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,secondary,top,top,top,1,131.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,secondary,top,secondary,secondary,1,38.82,1,0,0.0986,0.0,0.0986,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,secondary,top,secondary,1,101.87,0,1,0.0,0.0996,0.0,0.0996,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,top,top,secondary,1,7.57,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,secondary,top,top,1,15.14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,top,secondary,secondary,top,1,20.35,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,1,West Erin,Jamesmouth,secondary,top,top,secondary,1,60.18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,top,top,top,1,143.56,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,top,top,top,1,30.25,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,secondary,top,top,1,64.78,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,secondary,top,secondary,1,272.09,0,3,0.0,0.3369,0.0,0.1138,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,secondary,secondary,secondary,1,947.27,7,3,0.8078,0.2624,0.1293,0.0986,1,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,top,secondary,secondary,1,272.86,1,3,0.1215,0.2978,0.1215,0.1112,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,top,secondary,top,1,261.32,4,3,0.3577,0.3125,0.0992,0.1152,1,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,top,secondary,top,1,50.75,0,1,0.0,0.0701,0.0,0.0701,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,secondary,secondary,top,1,20.13,0,1,0.0,0.0761,0.0,0.0761,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,secondary,secondary,secondary,1,142.8,1,1,0.1104,0.0842,0.1104,0.0842,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,secondary,top,secondary,1,205.85,2,1,0.1398,0.108,0.0744,0.108,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,secondary,secondary,secondary,top,1,414.08,1,7,0.1014,0.8608,0.1014,0.1683,0,1,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,PP,PP,PK,PK,1,475.31,7,1,1.0315,0.0704,0.2219,0.0704,1,0,1,6,6,1,2,12
8,1,West Michaelview,North Brianside,top,top,secondary,secondary,1,157.05,1,2,0.1299,0.3386,0.1299,0.1909,0,1,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,top,top,secondary,1,117.98,0,1,0.0,0.1447,0.0,0.1447,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,PK,PK,PP,PP,1,185.09,1,4,0.0556,0.6623,0.0556,0.2299,0,0,3,0,0,3,6,0
8,1,West Michaelview,North Brianside,secondary,top,top,secondary,1,24.62,0,1,0.0,0.1093,0.0,0.1093,0,0,0,0,0,0,0,0
8,1,West Michaelview,North Brianside,top,secondary,top,top,1,86.82,0,1,0.0,0.111,0.0,0.111,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,top,top,top,top,0,45.86,0,1,0.0,0.1329,0.0,0.1329,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,top,top,top,secondary,0,8.96,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,top,secondary,top,secondary,0,100.46,0,3,0.0,0.4009,0.0,0.1377,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,top,secondary,secondary,secondary,0,274.03,3,3,0.3344,0.4133,0.1499,0.1637,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,secondary,secondary,secondary,0,928.08,6,6,0.632,0.9305,0.151,0.239,0,1,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,top,secondary,secondary,0,201.94,1,0,0.1242,0.0,0.1242,0.0,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,top,secondary,top,0,216.8,1,3,0.1015,0.3643,0.1015,0.1288,0,1,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,top,top,secondary,secondary,0,58.6,1,0,0.1084,0.0,0.1084,0.0,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,secondary,top,secondary,0,281.73,3,2,0.3744,0.3385,0.1716,0.1913,1,1,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,secondary,secondary,top,0,146.01,2,2,0.232,0.2564,0.1307,0.1298,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,top,top,secondary,0,59.9,0,1,0.0,0.1211,0.0,0.1211,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,top,top,top,0,78.16,0,2,0.0,0.2564,0.0,0.1354,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,PK,PK,PP,PP,0,291.8,0,1,0.0,0.167,0.0,0.167,0,0,5,1,1,5,10,2
9,1,Port Chris,Barnesburgh,top,top,secondary,top,0,128.13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,top,secondary,top,top,0,5.65,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,secondary,secondary,top,top,0,85.9,1,0,0.1412,0.0,0.1412,0.0,0,0,0,0,0,0,0,0
9,1,Port Chris,Barnesburgh,PP,PP,PK,PK,0,592.35,8,3,1.3285,0.3999,0.1693,0.1503,3,0,1,6,6,1,2,12
9,1,Port Chris,Barnesburgh,top,secondary,secondary,top,0,95.67,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,top,top,top,0,33.94,1,0,0.1219,0.0,0.1219,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,top,secondary,top,0,131.41,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,top,secondary,secondary,0,39.7,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,secondary,secondary,secondary,0,278.11,3,1,0.3671,0.1628,0.1356,0.1628,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,secondary,secondary,secondary,secondary,0,679.27,13,5,1.6763,0.3927,0.1532,0.0998,1,2,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,PP,PP,PK,PK,0,480.0,2,4,0.3307,0.2672,0.168,0.0687,0,0,0,4,4,0,0,8
10,1,Jeffreyville,Christopherhaven,secondary,top,secondary,top,0,369.36,1,3,0.1239,0.3065,0.1239,0.1083,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,secondary,top,secondary,0,152.65,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,secondary,secondary,top,secondary,0,205.69,3,0,0.3293,0.0,0.1279,0.0,1,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,secondary,secondary,secondary,top,0,109.85,3,2,0.3268,0.1844,0.1197,0.0996,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,top,top,secondary,0,5.28,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,secondary,top,secondary,secondary,0,103.52,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,secondary,secondary,top,top,0,18.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,secondary,top,top,top,0,116.74,0,1,0.0,0.1272,0.0,0.1272,0,1,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,PK,PK,PP,PP,0,693.16,5,7,0.6945,1.1058,0.1981,0.1638,0,0,8,1,1,8,16,2
10,1,Jeffreyville,Christopherhaven,secondary,top,top,secondary,0,79.48,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,secondary,secondary,top,0,65.23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,1,Jeffreyville,Christopherhaven,top,secondary,top,top,0,38.62,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,top,top,top,top,0,74.61,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,top,top,secondary,top,0,46.56,2,2,0.3217,0.2371,0.1609,0.1186,1,0,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,top,secondary,secondary,top,0,62.42,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,secondary,secondary,secondary,top,0,284.61,2,5,0.1799,0.5692,0.1076,0.1849,0,0,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,secondary,secondary,secondary,secondary,0,818.21,10,5,1.0284,0.5062,0.1216,0.103,1,0,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,secondary,top,secondary,secondary,0,309.01,4,5,0.364,0.6337,0.1101,0.1679,0,1,0,0,0,0,0,0
11,1,North Susanberg,Nelsonhaven,secondary,top,secondary,top,0,336.9,3,1,0.2843,0.1275,0.1044,0.1275,0,0,0,0,0,0,0,0
